price,location,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,parking,accomodation_type,author,url
47970000,"Москва, ЦАО, р-н Таганский, Серебрянический пер., 8",55.750185,37.647073,Китай,2,8,61.5,36.5,20.0,2021,Без ремонта,unknown,Во двор,Монолитный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/303290499/
43845692,"Москва, ЦАО, р-н Пресненский, ул. Пресненский Вал, 27С6",55.7740185078958,37.5740440080382,Белорусская,26,33,68.02,25.6,24.0,2027,"Без отделки, предчистовая",2.98,unknown,Монолитный,unknown,unknown,unknown,Новостройка,FORMA,https://www.cian.ru/sale/flat/305605314/
68000000,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к6",55.75475,37.541889,Деловой центр,4,21,65.0,35.0,15.0,2020,Дизайнерский,unknown,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303546242/
15500000,"Москва, СЗАО, р-н Северное Тушино, ул. Свободы, 81С5",55.860261,37.442077,Планерная,11,12,47.0,unknown,7.0,1971,Дизайнерский,unknown,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306954457/
16500000,"Москва, САО, р-н Сокол, ул. Константина Царева, 18",55.813288,37.497692,Войковская,1,9,50.0,unknown,10.0,1965,Евроремонт,2.5,unknown,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304628511/
20500000,"Москва, ЮЗАО, р-н Котловка, Большая Черемушкинская ул., 25С14",55.677844,37.592204,Нагорная,26,42,46.0,26.0,15.0,2023,Без ремонта,unknown,На улицу,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301313976/
21500000,"Москва, САО, р-н Хорошевский, Зорге 9 жилой комплекс, 9Ак1",55.783134,37.509514,Полежаевская,2,21,46.0,32.0,6.0,unknown,Дизайнерский,unknown,Во двор,Монолитный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/301847008/
23500000,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к6",55.763954,37.509792,Шелепиха,8,46,43.5,20.0,10.0,2023,Дизайнерский,unknown,unknown,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303933867/
25300000,"Москва, ЗАО, р-н Раменки, ул. Василия Ланового, 3",55.695662,37.478037,Аминьевская,7,10,43.3,unknown,17.8,2024,Без ремонта,unknown,unknown,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306666397/
26000000,"Москва, ЗАО, р-н Филевский парк, Багратионовский проезд, 5Ак1",55.743886,37.510322,Фили,3,42,44.4,26.3,8.0,2021,Дизайнерский,3.1,Во двор,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301027232/
28000000,"Москва, САО, р-н Войковский, Выборгская ул., 7к2",55.835786,37.49524,Водный стадион,6,23,58.3,28.0,22.0,2016,Дизайнерский,3.1,unknown,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302717689/
29500000,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Народного Ополчения, 13",55.772943,37.472899,Народное Ополчение,10,21,76.3,50.0,10.0,2023,Без ремонта,unknown,unknown,Монолитный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/305980470/
30490000,"Москва, СЗАО, р-н Покровское-Стрешнево, Алиа жилой комплекс, к6",55.819641,37.425737,Спартак,22,26,67.0,26.4,17.0,2023,Без ремонта,3.0,На улицу и двор,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/300111482/
31987039,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 2",55.7597681819349,37.5078063512008,Фили,8,22,67.1,21.5,22.3,2024,Без отделки,3.2,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Главстрой,https://www.cian.ru/sale/flat/296921186/
40000000,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/6",55.794173,37.542213,Аэропорт,39,41,56.9,32.6,6.5,2021,unknown,unknown,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301763282/
19300000,"Москва, ЗАО, р-н Кунцево, Рублевское ш., 26К1",55.745787,37.426294,Молодёжная,11,17,59.0,unknown,unknown,1988,Евроремонт,2.8,На улицу и двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/299121498/
44129000,"Москва, ЗАО, р-н Крылатское, Крылатская ул., 23",55.7713506652959,37.4147564920653,Крылатское,4,27,65.91,43.3,17.6,2027,Без отделки,3.1,unknown,Монолитный,unknown,unknown,unknown,Новостройка,TOUCH,https://www.cian.ru/sale/flat/305603331/
68000000,"Москва, ЦАО, р-н Пресненский, ул. Костикова, 4к1",55.761269,37.557322,Улица 1905 года,2,21,72.0,unknown,unknown,2023,Дизайнерский,unknown,unknown,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303480182/
16499000,"Москва, ЮАО, р-н Бирюлево Восточное, 6-я Радиальная ул., 7/1к2",55.603776,37.653209,Царицыно,3,22,65.0,34.0,11.5,2023,Евроремонт,2.65,На улицу и двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305232573/
23496679,"Москва, СВАО, р-н Марьина роща, Полковая ул., 1С12",55.7986280976491,37.5975001540744,Марьина Роща,2,22,47.2,unknown,unknown,2025,"Без отделки, чистовая",3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,Компания PIONEER,https://www.cian.ru/sale/flat/306809948/
18950000,"Москва, ЦАО, р-н Басманный, ул. Казакова, 3С4",55.763472,37.658185,Курская,3,5,34.0,20.0,7.0,1900,Дизайнерский,3.3,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306524206/
9550000,"Московская область, Королев, мкр. Болшево, Бурковский проезд, 44к3",55.930902,37.882989,Медведково,3,4,50.1,21.0,16.0,2019,Дизайнерский,2.7,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://korolev.cian.ru/sale/flat/305185855/
150400000,"Москва, ЦАО, р-н Арбат, ул. Арбат, 39",55.7487617544371,37.5895374169819,Смоленская,3,5,178.6,unknown,unknown,2019,Черновая,5.5,На улицу и двор,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Era One Holding,https://www.cian.ru/sale/flat/306783471/
38500000,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к3зд7",55.763214,37.515191,Шелепиха,24,24,57.4,28.0,15.6,unknown,Дизайнерский,unknown,unknown,Монолитно-кирпичный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305646078/
14850000,"Москва, ВАО, р-н Богородское, Бойцовая ул., 22К1",55.814973,37.724355,Бульвар Рокоссовского,4,5,56.3,34.8,10.0,1949,Косметический,3.0,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304088910/
69134455,"Москва, ЦАО, р-н Таганский, Серебрянический пер., 8",55.7502427832298,37.6466762685083,Китай,7,9,69.9,18.3,34.6,2021,Без отделки,3.6,unknown,"Монолитно-кирпичный, монолитный",unknown,unknown,unknown,Новостройка / Апартаменты,Центр-Инвест,https://www.cian.ru/sale/flat/306675154/
82500000,"Москва, ЦАО, р-н Тверской, 1-я Тверская-Ямская ул., 2",55.77079,37.595492,Маяковская,6,9,63.3,42.0,10.0,2023,Дизайнерский,unknown,Во двор,Монолитный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/305605101/
24500000,"Москва, СЗАО, р-н Щукино, ул. Берзарина, 30",55.790712,37.474444,Октябрьское поле,21,23,54.3,unknown,29.1,2020,Евроремонт,2.66,unknown,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306715329/
21656340,"Москва, ЮЗАО, р-н Обручевский, Эвер жилой комплекс",55.65987505964476,37.53329669074726,Воронцовская,7,34,41.4,23.0,unknown,2025,"Без отделки, предчистовая",3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,TEKTA GROUP,https://www.cian.ru/sale/flat/303224329/
74000000,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64к2",55.665477,37.547665,Новые Черёмушки,38,40,115.4,53.0,20.0,2013,Дизайнерский,3.5,На улицу,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304819918/
15450000,"Москва, ЗАО, р-н Кунцево, Рублевское ш., 85К3",55.738095,37.428531,Молодёжная,6,9,40.0,unknown,unknown,1963,Дизайнерский,2.64,На улицу,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301390122/
37066231,"Москва, СВАО, р-н Останкинский, просп. Мира, 95",55.8077844836563,37.6349410489341,Алексеевская,13,15,74.9,unknown,unknown,2021,"Без отделки, чистовая",unknown,unknown,Монолитный,unknown,unknown,unknown,Новостройка / Апартаменты,СИТИ21,https://www.cian.ru/sale/flat/305501942/
23700000,"Москва, ЮЗАО, р-н Обручевский, ул. Академика Волгина, 2С1",55.6563837159616,37.5232564993334,Калужская,39,47,60.7,31.3,11.3,2024,Без отделки,unknown,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/304590808/
10990000,"Москва, НАО (Новомосковский), Московский поселение, Филатов Луг жилой комплекс, ул. Картмазовские Пруды, 2к3",55.613941,37.386813,Филатов Луг,21,22,39.9,25.0,9.0,2020,Дизайнерский,2.8,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301449141/
49382520,"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 7с16",55.7106226257462,37.6143546772458,Тульская,10,15,53.7,unknown,unknown,2027,"Предчистовая, чистовая",3.2,unknown,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Колди (Coldy),https://www.cian.ru/sale/flat/304471784/
80250000,"Москва, ЦАО, р-н Тверской, 1-я Тверская-Ямская ул., 2",55.77079,37.595492,Маяковская,8,9,64.2,unknown,unknown,2023,Дизайнерский,3.6,Во двор,Монолитный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/297469215/
9700000,"Московская область, Красногорск, бул. Космонавтов, 1",55.834391,37.272134,Митино,16,24,82.0,42.0,14.0,2012,Косметический,2.8,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/294741975/
34391600,"Москва, ЗАО, р-н Раменки, проезд 4-й Сетуньский, 10Ас2",55.732445568601,37.5336225972051,Парк Победы,18,34,50.8,29.7,5.9,2028,Предчистовая,3.25,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Dominanta,https://www.cian.ru/sale/flat/304842332/
155000000,"Москва, ЦАО, р-н Тверской, Никольская ул., 10",55.757957,37.624534,Площадь Революции,2,5,106.0,25.0,25.0,unknown,Дизайнерский,unknown,Во двор,Кирпичный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/303137027/
10000000,"Москва, НАО (Новомосковский), ул. Офицерская, 14",55.506107,37.33366,Новомосковская,8,9,47.0,unknown,8.0,1976,Евроремонт,2.64,unknown,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306229752/
11500000,"Москва, СВАО, р-н Ярославский, ул. Проходчиков, 16",55.8769,37.724292,Медведково,5,12,51.8,30.1,8.4,1982,Без ремонта,2.64,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306784624/
11900000,"Московская область, Красногорск, мкр. Опалиха, ул. Игоря Мерлушкина, 12",55.837298,37.26537,Митино,23,24,62.8,27.9,14.9,2015,Евроремонт,2.8,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/298701771/
13200000,"Москва, ВАО, р-н Преображенское, Халтуринская ул., 17",55.803459,37.724652,Преображенская площадь,5,9,40.8,unknown,6.0,1970,Косметический,unknown,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305472526/
13500000,"Московская область, Красногорск, ул. Липовой Рощи, 4к4",55.799026,37.373779,Строгино,9,33,58.0,unknown,16.2,unknown,Евроремонт,2.75,На улицу,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://krasnogorsk.cian.ru/sale/flat/306522754/
13600000,"Москва, ЗАО, р-н Можайский, Можайское ш., 22",55.720824,37.426007,Рабочий посёлок,4,9,46.5,28.4,7.5,1964,Косметический,2.5,Во двор,Кирпичный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305029529/
15000000,"Москва, ЗАО, р-н Солнцево, Боровское ш., 2Ак4",55.661262,37.410142,Говорово,3,14,46.0,unknown,11.0,2017,Евроремонт,2.64,unknown,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305666553/
16100000,"Московская область, Красногорск, мкр. Павшинская пойма, бул. Красногорский, 26",55.820789,37.376842,Мякинино,25,25,60.0,31.8,15.9,2014,Евроремонт,2.7,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/303228122/
19990000,"Москва, ЮЗАО, р-н Черемушки, Нахимовский просп., 67К2",55.679702,37.556667,Профсоюзная,2,12,52.0,30.3,9.8,2011,Дизайнерский,2.75,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305979666/
27650000,"Москва, ЮВАО, р-н Печатники, Южнопортовая ул.",55.69182779634544,37.71519972958988,Кожуховская,6,22,70.5,25.8,21.3,2025,Без отделки,2.95,unknown,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/299609460/
28500000,"Москва, ЮАО, р-н Даниловский, Дербеневская ул., 20",55.72027809095935,37.64693679496661,Павелецкая,27,33,47.4,29.0,4.0,2026,unknown,3.15,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/301276195/
29800000,"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 71/13к1",55.815418,37.426132,Спартак,4,13,52.0,36.2,10.6,2022,Дизайнерский,unknown,На улицу и двор,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304380459/
36000000,"Москва, ЮАО, р-н Даниловский, просп. Лихачева, 10",55.691308,37.656757,Технопарк,7,13,60.3,32.0,10.0,2021,Дизайнерский,3.1,На улицу,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/291685004/
43500000,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к2",55.763057,37.508894,Шелепиха,35,37,61.2,12.0,19.2,2018,Дизайнерский,3.1,На улицу,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304302879/
48000000,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",55.747115,37.539078,Деловой центр,23,73,80.0,unknown,18.0,2010,Дизайнерский,unknown,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/305595942/
50000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",55.751584,37.535332,Деловой центр,47,78,72.0,unknown,15.0,2020,Дизайнерский,3.9,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/305044675/
51100000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",55.751584,37.535332,Деловой центр,37,78,73.0,unknown,unknown,2019,Дизайнерский,3.9,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/296702605/
55000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с1",55.751138,37.533742,Деловой центр,49,68,78.0,unknown,18.0,unknown,Дизайнерский,unknown,На улицу,Монолитный,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/304593465/
57000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",55.751584,37.535332,Деловой центр,42,78,82.0,unknown,18.0,2020,Дизайнерский,3.9,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/304971289/
57500000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",55.751584,37.535332,Деловой центр,39,78,82.0,unknown,18.0,2020,Дизайнерский,3.9,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/304970763/
59000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",55.751584,37.535332,Деловой центр,66,78,84.0,unknown,18.0,2020,Дизайнерский,3.9,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/304864128/
62000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 21с2",55.74938,37.534092,Деловой центр,23,85,91.0,unknown,unknown,2016,Дизайнерский,3.0,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/302341458/
65000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",55.751584,37.535332,Деловой центр,47,78,72.0,unknown,unknown,2019,Дизайнерский,3.9,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/296593210/
77000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",55.751584,37.535332,Деловой центр,25,78,96.0,unknown,unknown,2020,Дизайнерский,3.9,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/302334503/
4500000,"Московская область, Солнечногорск, Комплексной застройки Тимоново квартал, ул. Подмосковная, 8",56.218081,37.030236,unknown,4,5,41.0,27.0,6.0,1968,Косметический,unknown,На улицу и двор,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://solnechnogorsk.cian.ru/sale/flat/305889466/
113000000,"Москва, ЦАО, р-н Арбат, ул. Арбат, 39",55.748756,37.589509,Смоленская,2,7,65.1,unknown,25.0,2016,Дизайнерский,3.3,На улицу,Монолитно-кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303953557/
145000000,"Москва, ЦАО, р-н Якиманка, ул. Малая Полянка, 2",55.736523,37.61715,Полянка,3,9,135.4,unknown,unknown,2007,Дизайнерский,3.2,На улицу,Кирпичный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/295368581/
172800000,"Москва, ЦАО, р-н Хамовники, Пречистенская наб., 43",55.745929,37.607655,Кропоткинская,2,5,64.0,unknown,7.0,2021,Без ремонта,3.4,На улицу и двор,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/289514736/
215574000,"Москва, ЦАО, р-н Таганский, Серебряническая наб., 19",55.750018,37.649741,Чкаловская,2,6,140.0,100.0,14.0,2014,Дизайнерский,unknown,На улицу,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302250937/
3000000,"Московская область, Орехово-Зуевский городской округ, Дрезна, Юбилейная ул., 22",55.739757,38.84874,unknown,5,5,47.8,unknown,unknown,1975,Без ремонта,unknown,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://drezna.cian.ru/sale/flat/298578347/
3800000,"Московская область, Егорьевск, 2-й микрорайон, 46",55.366103,39.062584,unknown,5,5,44.0,32.0,6.0,1968,Косметический,unknown,На улицу,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://yegoryevsk.cian.ru/sale/flat/305591067/
3899555,"Московская область, Электросталь, мкр. Южный, Южный просп., 5к3",55.764688,38.439782,unknown,1,5,44.8,30.0,6.0,1969,Косметический,unknown,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://elektrostal.cian.ru/sale/flat/305774296/
3900000,"Московская область, Истра городской округ, Глебовский поселок, ул. Микрорайон, 41",55.942343,36.714945,unknown,4,9,46.0,20.0,7.0,1981,Без ремонта,unknown,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://istra.cian.ru/sale/flat/306601566/
3990000,"Московская область, Сергиево-Посадский городской округ, Жучки деревня, 24",56.246091,37.941882,Ростокино,2,5,44.4,30.3,unknown,1981,Косметический,unknown,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304924055/
4100000,"Московская область, Орехово-Зуевский городской округ, Куровское, ул. Вокзальная, 3",55.578538,38.922618,unknown,2,3,44.1,26.7,6.0,1962,Косметический,2.8,unknown,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://kurovskoe.cian.ru/sale/flat/281545455/
4215000,"Московская область, Раменский городской округ, Родники дп, ул. Заречная, 4А",55.645182,38.069694,Быково,4,4,38.3,24.0,11.0,2021,Евроремонт,unknown,Во двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://ramenskoye.cian.ru/sale/flat/300330409/
4200000,"Московская область, Серпухов, Весенняя ул., 56",54.931376,37.430543,unknown,6,9,42.7,29.7,5.6,1980,Без ремонта,2.7,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://serpukhov.cian.ru/sale/flat/304548494/
4250000,"Московская область, Щелково городской округ, Загорянский дп, ул. Котовского, 17",55.913601,37.922443,Щёлковская,1,1,34.9,11.4,8.8,unknown,Косметический,2.5,Во двор,unknown,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305957483/
4599999,"Московская область, Дмитров, Инженерная ул., 27",56.335131,37.535457,unknown,9,9,44.0,unknown,6.0,1978,Косметический,unknown,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://dmitrov.cian.ru/sale/flat/292966583/
4650000,"Московская область, Коломна, мкр. Центральный, ул. Ленина, 97",55.085899,38.770407,unknown,5,5,46.3,29.0,6.0,1964,Косметический,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://kolomna.cian.ru/sale/flat/304510405/
4800000,"Московская область, Химки городской округ, Брехово деревня, Митино Дальнее микрорайон, к18",55.933857,37.177083,Фирсановская,3,4,45.9,25.0,8.0,unknown,unknown,unknown,На улицу и двор,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/291370366/
4950000,"Московская область, Наро-Фоминск, ул. Шибанкова, 89",55.413525,36.715969,unknown,5,9,53.2,29.9,8.9,1993,Без ремонта,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://naro-fominsk.cian.ru/sale/flat/304427819/
4950000,"Московская область, Серебряные Пруды рп, Центральный микрорайон, 9",54.471132,38.716544,unknown,3,5,55.0,32.0,9.0,1988,Косметический,unknown,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306732580/
5100000,"Московская область, Истра городской округ, Агрогородок поселок, 7",55.923286,36.958218,Нахабино,4,4,45.8,25.8,6.5,1977,Косметический,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://istra.cian.ru/sale/flat/301877261/
