price,location,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,parking,accomodation_type,author,url
26155305,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В21 квартал",55.7875762516888,37.3434570638689,Опалиха,4,13,56.43,16.4,21.3,2025,"Без отделки, чистовая",4.1,На улицу,Монолитный,unknown,unknown,unknown,Новостройка,Рублево-Архангельское,https://www.cian.ru/sale/flat/306151922/
25000000,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к2",55.754061,37.524722,Шелепиха,19,32,32.2,unknown,unknown,2019,Дизайнерский,3.0,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303071841/
18500000,"Москва, ЮЗАО, р-н Обручевский, ул. Академика Волгина, 2С2",55.6560485847175,37.5223552771048,Калужская,28,47,34.4,18.5,8.2,2024,Чистовая,unknown,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/304298213/
23508375,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В19 квартал",55.789558187273,37.3438052008762,Павшино,4,12,45.87,13.4,15.1,2024,Без отделки,3.83,unknown,Монолитный,unknown,unknown,unknown,Новостройка,Рублево-Архангельское,https://www.cian.ru/sale/flat/299137613/
4150000,"Московская область, Пушкинский городской округ, Тарасовка село, ул. Пожидаева, 18к4",55.965043,37.816837,unknown,4,5,32.0,19.5,7.0,1982,Косметический,unknown,Во двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://ivanteyevka.cian.ru/sale/flat/305496725/
12990000,"Москва, ЦАО, р-н Таганский, ул. Талалихина, 3",55.734207,37.679978,Пролетарская,1,12,38.9,21.0,9.0,1978,Косметический,unknown,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305881394/
13843599,"Москва, ЗАО, р-н Кунцево, 48-й квартал, Кутузовский Квартал жилой комплекс",55.728900591784566,37.43294646961893,Кунцевская,2,44,31.61,9.4,11.9,2027,"Без отделки, предчистовая",2.92,unknown,Монолитный,unknown,unknown,unknown,Новостройка,Среда,https://www.cian.ru/sale/flat/304753663/
13500000,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 100К3",55.685274,37.483041,Мичуринский проспект,1,16,37.5,21.0,8.9,1981,Евроремонт,2.64,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304885992/
19000000,"Москва, ЮЗАО, р-н Обручевский, ул. Академика Волгина, 2С2",55.6560485847175,37.5223552771048,Беляево,4,46,39.7,9.6,15.9,2024,Чистовая,unknown,unknown,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/298087113/
22374675,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 2",55.7597681819349,37.5078063512008,Фили,2,16,45.0,16.4,14.6,2024,Без отделки,3.2,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Главстрой,https://www.cian.ru/sale/flat/296921064/
20018250,"Москва, ЮАО, р-н Даниловский, Автозаводская ул., 26",55.7064943785236,37.6321237476071,Тульская,6,20,43.05,10.6,18.7,2024,unknown,2.85,Во двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/305679571/
9500000,"Москва, САО, р-н Молжаниновский, Ленинградское ш., 228к6",55.933232,37.386759,Молжаниново,12,15,24.7,unknown,6.8,2023,Евроремонт,unknown,Во двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304155806/
30910244,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В20 квартал",55.7887728612671,37.3438008900958,Павшино,3,13,54.02,15.1,19.0,2024,Чистовая,3.53,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Рублево-Архангельское,https://www.cian.ru/sale/flat/291868741/
16500000,"Москва, ЗАО, р-н Кунцево, Рублевское ш., 79",55.738449,37.432609,Молодёжная,13,22,40.0,unknown,10.0,2008,Дизайнерский,unknown,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305908801/
34000000,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 5к2",55.714506,37.474695,Давыдково,4,26,46.0,unknown,unknown,2021,Без ремонта,3.1,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/287678758/
21103320,"Москва, ЗАО, Рублево-Архангельское микрорайон, Сберсити жилой комплекс, В14 квартал",55.7907334001236,37.3426072432844,Павшино,6,9,44.4,14.4,16.1,2026,"Без отделки, чистовая",3.0,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Новостройка,Рублево-Архангельское,https://www.cian.ru/sale/flat/306151867/
11500000,"Москва, СВАО, р-н Северное Медведково, ул. Тихомирова, 5",55.884858,37.647828,Медведково,14,14,37.0,20.0,8.0,2004,Косметический,2.74,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304785312/
7100000,"Московская область, Балашиха, мкр. Железнодорожный, ул. Поликахина, 3",55.739894,38.005079,Железнодорожная,4,19,37.7,19.0,9.7,2017,Евроремонт,2.74,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/307026558/
95634000,"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С3",55.7463922322426,37.622796830688,Новокузнецкая,2,6,48.3,unknown,unknown,2026,Без отделки,3.03,На улицу,Монолитный,unknown,unknown,unknown,Новостройка,Hutton Development,https://www.cian.ru/sale/flat/304286459/
7400000,"Московская область, Королев, мкр. Костино, проезд Макаренко, 3",55.916027,37.863504,Медведково,10,24,41.0,16.7,10.4,2008,Косметический,2.8,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://korolev.cian.ru/sale/flat/304247042/
95000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15",55.75052,37.539401,Деловой центр,51,75,123.0,69.0,15.0,2013,Дизайнерский,unknown,На улицу,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/297087850/
55770000,"Москва, ЦАО, р-н Хамовники, Коллекция Лужники жилой комплекс",55.7156081703927,37.5715492461217,Воробьёвы горы,7,18,49.8,11.3,unknown,2026,"Без отделки, предчистовая",3.25,unknown,Монолитный,unknown,unknown,unknown,Новостройка,Absolute Premium,https://www.cian.ru/sale/flat/304065730/
5500000,"Московская область, Королев, мкр. Завокзальный, Садовая ул., 9",55.930045,37.816962,Медведково,2,5,32.0,18.0,6.0,1960,Косметический,2.5,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://korolev.cian.ru/sale/flat/304694342/
4480000,"Московская область, Королев, мкр. Завокзальный, Садовая ул., 5",55.928491,37.816765,Медведково,1,5,31.6,18.5,6.5,1959,Без ремонта,2.6,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://korolev.cian.ru/sale/flat/304688892/
38190900,"Москва, ЦАО, р-н Замоскворечье, Шлюзовая наб., 2/1С1",55.732464,37.642312,Павелецкая,4,8,48.9,24.2,9.7,2028,Без отделки,3.3,Во двор,Монолитный,unknown,unknown,unknown,Новостройка,Галс-Девелопмент,https://www.cian.ru/sale/flat/306687240/
58990000,"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 57С1",55.740558,37.640929,Новокузнецкая,2,7,65.8,48.5,8.0,2016,Дизайнерский,unknown,Во двор,Монолитный,Нет информации,Нет,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/306282663/
21900000,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Шеногина",55.7678921932403,37.5037184490736,Хорошёво,6,20,39.6,16.3,13.6,2024,Чистовая,unknown,На улицу,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/291448184/
19172630,"Москва, ЮАО, р-н Даниловский, Эра жилой комплекс, 1",55.72013197209565,37.64497606666403,Пролетарская,8,27,28.1,15.6,unknown,2026,"Без отделки, предчистовая",3.15,unknown,Монолитный,unknown,unknown,unknown,Новостройка,TEKTA GROUP,https://www.cian.ru/sale/flat/306368174/
90000000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22",55.751366,37.536517,Деловой центр,63,66,86.0,18.0,40.0,unknown,Дизайнерский,unknown,unknown,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/299723346/
5599999,"Московская область, Балашиха, ул. Яганова, 12",55.832348,37.956318,Щёлковская,9,25,32.6,17.0,10.0,2022,Евроремонт,2.75,Во двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/298166315/
49060000,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с1",55.751138,37.533742,Москва,49,66,44.6,unknown,unknown,2020,"Без отделки, чистовая",3.9,На улицу,Монолитный,unknown,unknown,unknown,Новостройка / Апартаменты,СТ Тауэрс,https://www.cian.ru/sale/flat/304453140/
7449000,"Московская область, Балашиха, мкр. Южный, ул. Твардовского, 26",55.794492,37.982154,Новокосино,14,17,45.3,21.9,10.9,2007,Евроремонт,3.0,На улицу,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/304384217/
139410000,"Москва, ЦАО, р-н Якиманка, Лаврушинский жилой комплекс",55.7396737042422,37.6219303055568,Третьяковская,2,14,72.6,14.2,31.0,2024,Без отделки,3.35,unknown,Монолитный,unknown,unknown,unknown,Новостройка,Sminex,https://www.cian.ru/sale/flat/293713671/
15990000,"Москва, СВАО, р-н Марьина роща, Стрелецкая ул., 9К2",55.796835,37.60381,Марьина Роща,9,14,40.0,21.0,9.0,1989,Дизайнерский,2.65,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306409711/
8149000,"Московская область, Балашиха, мкр. 28-й, ул. Евстафьева, 9а",55.789249,37.93572,Новокосино,13,17,45.8,22.1,10.8,2006,Евроремонт,2.8,На улицу,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/304549744/
18572846,"Москва, САО, р-н Савеловский, Симфония 34 жилой комплекс",55.80630512303944,37.56997097632147,Дмитровская,3,49,38.79,13.1,unknown,2025,"Предчистовая, чистовая",3.0,unknown,Монолитный,unknown,unknown,unknown,Новостройка,MR Group,https://www.cian.ru/sale/flat/300288186/
