price,location,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,parking,accomodation_type,author,url,room_count
11200000,"Московская область, Одинцово, мкр. 8-й, ул. Маковского, 10",55.668584,37.28109,Одинцово,7,12,64.1,44.8,6.6,1985,Косметический,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://odintsovo.cian.ru/sale/flat/306563768/,3
11295000,"Московская область, Ленинский городской округ, Дрожжино рп, ул. Южная, 14",55.520543,37.590812,Бульвар Дмитрия,13,17,74.5,45.0,10.0,2015,Евроремонт,2.7,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/306839980/,3
11200000,"Московская область, Мытищи, мкр. Пироговский, ул. Тимирязева, 8",55.980825,37.73809,Медведково,2,10,91.0,56.6,15.9,2004,Косметический,2.5,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://mytishchi.cian.ru/sale/flat/304185918/,3
11200000,"Москва, ЗелАО, р-н Старое Крюково, Зеленоград, мкр. 9-й, к921",55.985443,37.186264,Зеленоград,1,9,58.6,37.7,6.0,1975,Косметический,2.64,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306397318/,3
11400000,"Московская область, Красногорск городской округ, Путилково деревня, ул. Просторная, 13",55.869097,37.388628,Волоколамская,24,26,61.0,35.0,10.3,2021,Косметический,unknown,На улицу и двор,Кирпичный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/303019393/,3
11300000,"Московская область, Балашиха, мкр. Железнодорожный (Ольгино), Ольгино микрорайон, ул. Граничная, 38",55.742965,37.982208,Ольгино,21,21,83.2,43.9,9.8,2011,Дизайнерский,2.8,На улицу,Кирпичный,Автономная котельная,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/298235759/,3
11500000,"Московская область, Ленинский городской округ, Развилка поселок, проезд Римский, 13",55.5978087709235,37.7695166100856,Зябликово,3,16,68.9,41.6,6.7,2024,Без отделки,2.85,Во двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://vidnoye.cian.ru/sale/flat/306084622/,3
11500000,"Московская область, Ленинский городской округ, Дрожжино рп, ул. Южная, 11",55.520069,37.58667,Бульвар Дмитрия,10,17,75.3,42.0,12.0,2016,Евроремонт,unknown,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/306681589/,3
11500000,"Московская область, Раменское, р-н Центральный, ул. Приборостроителей, 1а",55.577047,38.251433,Ипподром,2,17,83.0,49.7,14.5,2012,Косметический,2.8,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://ramenskoye.cian.ru/sale/flat/305673309/,3
11550000,"Московская область, Химки, мкр. Старые Химки, ул. Зои Космодемьянской, 4",55.88407,37.451258,Химки,2,5,64.4,45.0,8.0,1952,Евроремонт,3.0,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/306564455/,3
11800000,"Московская область, Красногорск городской округ, Николо-Урюпино село, ул. Полковника Глазунова, 15",55.817522,37.207509,Аникеевка,5,6,82.0,33.0,18.2,2021,Без ремонта,3.0,На улицу и двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/301932255/,3
11500000,"Москва, НАО (Новомосковский), Филимонковское поселение, Квартал Марьино жилой комплекс, к1",55.548951,37.301788,Филатов Луг,2,14,78.0,41.4,13.0,2025,Чистовая,3.0,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/302256912/,3
11950000,"Москва, НАО (Новомосковский), Деснаречье жилой комплекс",55.5326416891009,37.3721508635615,Новомосковская,2,17,77.9,unknown,17.3,2024,Без отделки,unknown,unknown,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/306361183/,3
11900000,"Московская область, Ленинский городской округ, Битца поселок, Южная Битца жилой комплекс, бул. Южный, 8",55.5588613748832,37.5978786097867,Бульвар Дмитрия,6,24,68.9,36.3,13.4,2025,Без отделки,unknown,unknown,Панельный,unknown,unknown,unknown,Новостройка,unknown,https://vidnoye.cian.ru/sale/flat/305604152/,3
12000000,"Московская область, Красногорск, бул. Космонавтов, 1",55.834391,37.272134,Митино,2,24,72.8,34.1,17.8,2011,Косметический,2.7,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/306772955/,3
12000000,"Московская область, Истра городской округ, Лобаново деревня, Павловский квартал жилой комплекс, ул. Новая, 13",55.825871,37.13948,Нахабино,2,3,60.0,unknown,13.0,2016,Дизайнерский,2.7,Во двор,Кирпичный,Котел/Квартирное отопление,Нет,unknown,Вторичка,unknown,https://istra.cian.ru/sale/flat/305584386/,3
12000000,"Москва, ТАО (Троицкий), ул. Вышгородская, 11к3",55.497118,36.913293,Апрелевка,1,3,70.1,42.0,9.6,2016,Евроремонт,unknown,unknown,Панельный,Котел/Квартирное отопление,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306603028/,3
12200000,"Москва, СВАО, р-н Лосиноостровский, Минусинская ул., 16",55.875425,37.691333,Бабушкинская,8,9,57.0,unknown,7.0,1972,Евроремонт,2.64,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306371688/,3
12290000,"Москва, СВАО, р-н Южное Медведково, ул. Молодцова, 19К1",55.878091,37.631694,Медведково,7,8,52.8,35.1,5.0,1965,Косметический,2.5,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/297539573/,3
12350000,"Москва, ЮАО, р-н Чертаново Центральное, Днепропетровская ул., 27к1",55.61995,37.586068,Южная,7,9,60.5,44.0,6.0,1970,Без ремонта,2.64,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305840855/,3
12400000,"Москва, ЮВАО, р-н Марьино, Подольская ул., 9",55.653116,37.713459,Перерва,9,9,60.0,34.8,6.0,1980,Косметический,2.7,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305856830/,3
12400000,"Московская область, Одинцово, мкр. Новая Трехгорка, ул. Кутузовская, 72Б",55.706609,37.320392,Кунцевская,14,25,72.8,45.8,12.4,2012,Евроремонт,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://odintsovo.cian.ru/sale/flat/303772823/,3
12490000,"Московская область, Лобня, ул. Жирохова, 2",56.024239,37.472126,Лобня,4,19,92.0,unknown,unknown,2014,Дизайнерский,2.8,unknown,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://lobnya.cian.ru/sale/flat/289823084/,3
12500000,"Московская область, Химки, мкр. Новые Химки, Молодежная ул., 4",55.879536,37.421856,Сходненская,5,9,65.0,39.0,8.0,1991,Косметический,2.8,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/306234696/,3
12500000,"Москва, ВАО, р-н Вешняки, Косинская ул., 28К3",55.716123,37.824715,Выхино,9,9,57.7,43.5,6.0,1971,Косметический,2.6,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304967204/,3
12500000,"Московская область, Ленинский городской округ, Дрожжино рп, ул. Южная, 19к1",55.52065,37.593147,Бульвар Дмитрия,16,19,71.9,45.0,12.0,2014,Косметический,unknown,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/306753129/,3
12700000,"Московская область, Королев, мкр. Костино, ул. Академика Легостаева, 8",55.905417,37.86637,Медведково,4,17,59.0,36.9,9.2,2018,Евроремонт,unknown,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://korolev.cian.ru/sale/flat/305125181/,3
12800000,"Москва, ЮАО, р-н Нагорный, Электролитный проезд, 5Б",55.673935,37.612892,Нагорная,8,11,49.0,40.0,9.0,unknown,Дизайнерский,3.75,На улицу,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/297192071/,3
12900000,"Москва, НАО (Новомосковский), Рязановское поселение, ул. Уточкина, 7к1",55.475169,37.525208,Бунинская аллея,10,12,67.0,42.5,10.3,2022,Косметический,2.7,На улицу и двор,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306510764/,3
12900000,"Московская область, Долгопрудный, мкр. Хлебниково, Новое ш., 10",55.97199,37.513071,Хлебниково,15,17,74.2,unknown,13.0,2015,Евроремонт,2.7,На улицу и двор,Монолитный,Автономная котельная,Нет,unknown,Вторичка,unknown,https://dolgoprudny.cian.ru/sale/flat/302990690/,3
12750000,"Московская область, Ленинский городской округ, Боброво рп, ул. Крымская, 9к1",55.534495,37.615587,Бульвар Дмитрия,13,19,101.8,63.4,10.0,2015,Косметический,2.64,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/305215936/,3
13000000,"Москва, ВАО, р-н Ивановское, ул. Чечулина, 26",55.782268,37.8358,Первомайская,9,9,60.3,39.1,8.0,1977,Косметический,2.64,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306841148/,3
13000000,"Московская область, Раменский городской округ, Совхоза Раменское поселок, ул. Центральная, 3/1",55.553977,38.251064,Ипподром,3,3,97.2,60.7,9.2,2014,Евроремонт,unknown,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://ramenskoye.cian.ru/sale/flat/301895495/,3
13000000,"Московская область, Ленинский городской округ, Боброво рп, ул. Крымская, 7к1",55.535208,37.615003,Бульвар Дмитрия,15,25,72.2,41.8,12.6,2021,Евроремонт,2.7,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/306754544/,3
13000000,"Московская область, Химки, мкр. Новые Химки, 9 Мая ул., 6",55.898866,37.4175,Беломорская,10,16,74.7,46.1,10.3,1975,Косметический,2.6,На улицу,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/306362462/,3
13190000,"Московская область, Красногорск, мкр. Губайлово, ул. Ленина, 23",55.827646,37.313924,Красногорская,4,9,67.4,44.2,7.3,1985,Косметический,2.6,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/303336887/,3
13500000,"Московская область, Одинцовский городской округ, Лайково село, Город-событие микрорайон, 64",55.703824,37.20954,Одинцово,7,12,90.0,50.0,16.0,2021,Без ремонта,unknown,unknown,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://odintsovo.cian.ru/sale/flat/306691848/,3
13499999,"Московская область, Красногорск, мкр. СГШ, ул. Большая Воскресенская",55.8166617369328,37.3445069735705,Павшино,16,28,62.47,40.0,6.5,2020,Без отделки,unknown,Во двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://krasnogorsk.cian.ru/sale/flat/301889502/,3
13500000,"Московская область, Красногорск городской округ, Путилково деревня, ул. Вольная, 1",55.868521,37.395356,Митино,7,10,75.9,41.0,12.4,2023,Евроремонт,unknown,Во двор,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/304131682/,3
13450000,"Московская область, Люберцы, ул. 8 Марта, 12к1",55.698036,37.877967,Ухтомская,7,25,57.0,unknown,22.0,2023,Дизайнерский,unknown,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://lyubertsy.cian.ru/sale/flat/304590048/,3
13800000,"Московская область, Одинцово, мкр. Кутузовский, ул. Чистяковой, 2",55.695738,37.331046,Сколково,7,17,74.8,45.0,10.5,2005,Косметический,2.64,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://odintsovo.cian.ru/sale/flat/302359205/,3
14000000,"Московская область, Котельники, Силикат микрорайон, 5",55.649175,37.854018,Котельники,2,20,82.0,52.8,11.8,2014,Евроремонт,unknown,unknown,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://kotelniki.cian.ru/sale/flat/305620284/,3
13999000,"Московская область, Реутов, мкр. Южный Реутов, Юбилейный просп., 72",55.753098,37.883716,Новокосино,19,25,85.0,56.0,10.0,2013,Косметический,2.8,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://reutov.cian.ru/sale/flat/305013778/,3
13950000,"Московская область, Люберцы, Хлебозаводская ул., 6",55.6695954885818,37.9102148122246,Панки,2,19,80.6,58.0,18.5,2023,Без отделки,unknown,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://lyubertsy.cian.ru/sale/flat/305864579/,3
14190000,"Москва, САО, р-н Западное Дегунино, ул. Маршала Федоренко, 14К4",55.883232,37.489787,Ховрино,11,12,63.2,45.2,7.0,1982,Дизайнерский,2.7,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304617257/,3
14200000,"Московская область, Красногорск городской округ, Путилково деревня, бул. Спасо-Тушинский, 2",55.87395,37.399946,Митино,25,25,77.3,46.0,15.0,2016,Евроремонт,2.7,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/306101709/,3
14300000,"Московская область, Люберцы, мкр. Городок Б, ул. Летчика Ларюшина, 6к1",55.677595,37.865355,Котельники,14,25,76.5,53.2,9.0,2021,Евроремонт,2.65,На улицу,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://lyubertsy.cian.ru/sale/flat/304318857/,3
14500000,"Москва, ВАО, р-н Перово, 1-я Владимирская ул., 18К2",55.755773,37.774131,Перово,1,5,57.6,42.0,5.0,1964,Косметический,2.5,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306471468/,3
14400000,"Московская область, Красногорск, мкр. Павшино, ул. Авангардная, 10",55.812853,37.36219,Пенягино,25,45,68.4,48.0,15.0,2018,Без ремонта,3.0,На улицу,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/304833964/,3
14500000,"Московская область, Одинцово, мкр. Одинцовский парк, ул. Белорусская, 3",55.6637,37.302524,Одинцово,16,17,90.2,35.0,28.0,2012,Дизайнерский,2.8,На улицу,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://odintsovo.cian.ru/sale/flat/300982593/,3
14490000,"Москва, ЮАО, р-н Чертаново Южное, 3-й Дорожный проезд, 5К2",55.602459,37.614716,Улица Академика,9,12,63.0,40.0,6.5,1973,Косметический,2.7,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303365575/,3
14500000,"Московская область, Наро-Фоминский городской округ, Селятино рп, ул. Клубная, 54",55.514641,36.984727,Апрелевка,5,15,77.2,51.5,9.8,unknown,Евроремонт,unknown,unknown,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://naro-fominsk.cian.ru/sale/flat/302132448/,3
14500000,"Московская область, Красногорск, мкр. Губайлово, ул. Ленина, 27",55.828217,37.312504,Красногорская,5,9,72.0,45.5,7.0,1986,Дизайнерский,2.64,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://krasnogorsk.cian.ru/sale/flat/306694691/,3
14650000,"Москва, ЮЗАО, р-н Зюзино, Одесская ул., 18К3",55.655513,37.587578,Зюзино,12,12,68.0,45.0,8.0,1967,Косметический,2.64,На улицу,Блочный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306101451/,3
14600000,"Москва, Тайнинская ул., 9к1",55.881631,37.6835,Бабушкинская,20,21,46.5,unknown,10.0,2022,Дизайнерский,unknown,unknown,unknown,unknown,unknown,unknown,Вторичка / Апартаменты,unknown,https://www.cian.ru/sale/flat/305916764/,3
14900000,"Москва, ЗелАО, р-н Силино, Зеленоград, мкр. 12-й, к1206",55.994975,37.192894,Зеленоград,10,12,64.5,40.0,8.1,1982,Евроремонт,2.64,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/303563723/,3
14800000,"Московская область, Люберцы, мкр. Городок Б, ул. 3-е Почтовое Отделение, 64",55.686315,37.86628,Жулебино,10,17,79.0,52.0,10.0,1992,Косметический,2.64,На улицу,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://lyubertsy.cian.ru/sale/flat/298567374/,3
14850000,"Московская область, Химки, мкр. Планерная, 20",55.920557,37.374336,Молжаниново,10,17,85.6,45.4,13.5,2007,Евроремонт,2.8,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/304542320/,3
14800000,"Москва, ЮАО, р-н Чертаново Центральное, Днепропетровская ул., 27к1",55.61995,37.586068,Южная,8,9,51.0,unknown,6.0,1970,Евроремонт,unknown,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305985569/,3
14810000,"Московская область, Балашиха, мкр. 28-й, ул. Разина, 1А",55.79262,37.93218,Новокосино,7,24,98.6,unknown,25.6,2022,Без ремонта,unknown,На улицу,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/306497669/,3
14999000,"Москва, ЮЗАО, р-н Теплый Стан, ул. Генерала Тюленева, 35",55.615848,37.494476,Тёплый Стан,9,9,69.7,45.0,6.1,1972,Косметический,2.5,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/304381744/,3
15000000,"Москва, ЮЗАО, р-н Южное Бутово, Плавский проезд, 7",55.547275,37.534316,Бульвар Адмирала,1,14,73.1,48.0,14.0,2002,Без ремонта,2.64,На улицу и двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306972887/,3
15000000,"Московская область, Ленинский городской округ, Бутово рп, Бутово Парк жилой комплекс, 23к2",55.544224,37.587623,Бутово,22,23,80.0,54.0,15.0,2012,Косметический,3.0,На улицу,Монолитно-кирпичный,unknown,unknown,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/305537233/,3
15000000,"Москва, СВАО, р-н Ярославский, Ярославское ш., 6К1",55.852238,37.682143,Ростокино,9,9,58.4,45.0,6.0,1970,Косметический,2.65,На улицу,Панельный,Нет информации,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306703470/,3
15000000,"Москва, ЮВАО, р-н Выхино-Жулебино, Ферганская ул., 24",55.703748,37.820538,Юго,9,9,59.8,43.0,6.3,1968,Косметический,2.5,На улицу и двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302195226/,3
14990000,"Московская область, Мытищи городской округ, Нагорное поселок, Датский квартал жилой комплекс, ул. Полковника Романова, 7к1",55.902429,37.64127,Медведково,15,22,63.5,unknown,18.0,2021,Дизайнерский,2.85,unknown,unknown,Нет информации,Нет,unknown,Вторичка,unknown,https://mytishchi.cian.ru/sale/flat/304767613/,3
15000000,"Московская область, Химки, мкр. Новые Химки, Молодежная ул., 76",55.908227,37.390559,Сходненская,2,25,81.0,48.0,10.0,2009,Евроремонт,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/306460938/,3
15000000,"Московская область, Котельники, Парковый микрорайон, 1к6",55.657408,37.872388,Жулебино,15,15,77.0,45.0,13.0,2022,Дизайнерский,2.65,Во двор,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://kotelniki.cian.ru/sale/flat/304675054/,3
15015000,"Московская область, Балашиха, мкр. 28-й, Первомайский проезд, 1",55.792943,37.933869,Новогиреево,17,23,98.5,unknown,25.4,2015,Без ремонта,2.7,На улицу и двор,Монолитно-кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/278853812/,3
14900000,"Москва, ЮЗАО, р-н Южное Бутово, ул. Маршала Савицкого, 18",55.504506,37.588799,Бунинская аллея,7,17,103.0,52.0,13.0,2008,Косметический,2.7,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306589790/,3
15250000,"Московская область, Химки, мкр. Новые Химки, 9 Мая ул., 21к1",55.908878,37.405965,Речной вокзал,2,26,80.0,unknown,13.7,2017,Евроремонт,2.8,Во двор,Монолитный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/306414308/,3
15500000,"Москва, СЗАО, р-н Щукино, ул. Народного Ополчения, 45",55.792837,37.491512,Октябрьское поле,8,9,57.9,38.0,6.0,1971,Косметический,unknown,На улицу,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306281657/,3
15500000,"Московская область, Одинцово, мкр. 8-й, ул. Верхне-Пролетарская, 16",55.664761,37.285483,Одинцово,9,9,85.0,unknown,12.0,2000,Евроремонт,3.0,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://odintsovo.cian.ru/sale/flat/305031116/,3
15500000,"Москва, ВАО, р-н Сокольники, Большая Остроумовская ул., 17",55.79516,37.68774,Сокольники,1,5,55.4,34.3,5.6,1959,Косметический,unknown,unknown,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306652660/,3
15450000,"Московская область, Балашиха, мкр. Железнодорожный, ул. Поликахина, 2",55.739245,37.999967,Железнодорожная,4,18,78.0,48.0,16.5,2022,Дизайнерский,2.7,На улицу и двор,Монолитный,Нет информации,Нет,unknown,Вторичка,unknown,https://balashikha.cian.ru/sale/flat/300666958/,3
15650000,"Москва, ЗАО, р-н Можайский, ул. Гришина, 10К2",55.723481,37.42023,Рабочий посёлок,4,9,56.0,41.4,5.5,1975,Косметический,2.64,Во двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/302700624/,3
15800000,"Москва, САО, р-н Ховрино, Петрозаводская ул., 10",55.864545,37.503181,Грачёвская,4,9,50.0,unknown,6.0,1968,Дизайнерский,2.64,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306288499/,3
15800000,"Москва, ЮВАО, р-н Нижегородский, Подъемная ул., 4",55.738753,37.707332,Калитники,5,16,65.0,45.0,13.0,1982,Косметический,2.55,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306949535/,3
16000000,"Москва, СВАО, р-н Бабушкинский, Староватутинский проезд, 1",55.8734,37.675433,Бабушкинская,3,9,57.8,40.0,6.0,1972,Евроремонт,unknown,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305287772/,3
16000000,"Москва, НАО (Новомосковский), Квартал Румянцево жилой комплекс, к1",55.623844,37.44347,Саларьево,9,24,68.5,42.2,4.0,2025,Чистовая,unknown,На улицу,Монолитный,unknown,unknown,unknown,Новостройка,unknown,https://www.cian.ru/sale/flat/305514830/,3
16350000,"Москва, ЮВАО, р-н Текстильщики, 1-й Грайвороновский проезд, 3",55.719343,37.72502,Текстильщики,11,24,54.7,28.7,21.0,2022,Евроремонт,unknown,На улицу,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306934002/,3
16350000,"Московская область, Котельники, ул. Сосновая, 2к1",55.674996,37.852275,Котельники,18,25,67.0,40.0,15.0,2023,Дизайнерский,unknown,Во двор,unknown,Центральное,Нет,unknown,Вторичка,unknown,https://kotelniki.cian.ru/sale/flat/303279268/,3
16400000,"Москва, ВАО, р-н Богородское, Бойцовая ул., 29",55.816379,37.72502,Бульвар Рокоссовского,1,5,77.2,48.7,8.0,1956,Без ремонта,3.15,unknown,Монолитный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306472731/,3
16400000,"Московская область, Ленинский городской округ, Дрожжино рп, ш. Новое, 3",55.528997,37.58349,Бутово,15,25,103.0,60.1,13.3,2014,Евроремонт,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://vidnoye.cian.ru/sale/flat/305815010/,3
16500000,"Московская область, Люберцы, мкр. Красная горка, просп. Гагарина, 22к1",55.690501,37.914537,Люберцы,8,25,97.0,54.0,10.0,2012,Дизайнерский,2.7,Во двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://lyubertsy.cian.ru/sale/flat/306518982/,3
16450000,"Москва, ЮЗАО, р-н Академический, просп. 60-летия Октября, 21К1",55.692257,37.576681,Академическая,4,4,51.1,34.0,9.0,1957,Косметический,unknown,На улицу,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/301813181/,3
16500000,"Москва, НАО (Новомосковский), Воскресенское поселение, проезд Чечерский, 126к2",55.52435,37.509676,Бунинская аллея,7,16,72.0,43.0,12.0,2014,Евроремонт,2.7,unknown,Кирпичный,Индивидуальный тепловой пункт,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305271174/,3
16500000,"Московская область, Химки, мкр. Новые Химки, Молодежная ул., 76",55.908227,37.390559,Сходненская,18,25,78.8,48.0,10.0,2009,Евроремонт,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://khimki.cian.ru/sale/flat/306084602/,3
16500000,"Москва, ЮАО, р-н Чертаново Южное, Чертановская ул., 57",55.600852,37.591216,Улица Академика,3,9,60.5,39.1,8.0,1972,Евроремонт,unknown,На улицу и двор,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/300464802/,3
16408020,"Москва, НАО (Новомосковский), Новые Ватутинки жилой район, Заречный микрорайон, 5/3",55.5191570420206,37.38552363921698,Аэропорт Внуково,3,9,77.8,45.6,13.6,2025,"Без отделки, чистовая",2.82,На улицу и двор,Монолитный,unknown,unknown,unknown,Новостройка,Новые Ватутинки,https://www.cian.ru/sale/flat/297239498/,3
16500000,"Московская область, Жуковский, мкр. Набережная Циолковского, ул. Гудкова, 20",55.602846,38.084265,Ильинская,18,18,94.9,49.9,11.7,2016,Дизайнерский,2.7,На улицу и двор,Монолитно-кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://zhukovsky.cian.ru/sale/flat/301962006/,3
16850000,"Москва, ЮЗАО, р-н Теплый Стан, ул. Островитянова, 16К4",55.634303,37.508876,Коньково,2,12,63.2,unknown,6.9,1973,Косметический,2.5,unknown,Монолитный,unknown,unknown,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306271385/,3
16800000,"Москва, ЗАО, р-н Можайский, Витебская ул., 3К1",55.715626,37.410106,Сетунь,1,17,74.0,46.0,10.0,1984,Косметический,2.7,unknown,Панельный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/306564267/,3
16700000,"Москва, ЗАО, р-н Можайский, ул. Толбухина, 5К3",55.719009,37.399596,Сетунь,5,5,73.0,50.0,9.0,1958,Без ремонта,3.0,На улицу и двор,Кирпичный,Центральное,Нет,unknown,Вторичка,unknown,https://www.cian.ru/sale/flat/305591290/,3
