price,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,accomodation_type,author,room_count,floor_ratio,room_ratio,living_ratio,kitchen_ratio
34000000,55.679605,37.550333,Профсоюзная,1,18,105.8,78.3,10.0,2005,Без ремонта,15.7,Во двор,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.05555555555555555,35.266666666666666,0.7400756143667296,0.0945179584120983
107878970,55.731379,37.516323,Поклонная,3,10,105.8,61.86,18.59,2024,Чистовая,4.6,unknown,Монолитный,unknown,unknown,Новостройка,ANT Development,3,0.3,35.266666666666666,0.58468809073724,0.17570888468809073
115000000,55.763295,37.555391,Улица 1905 года,5,21,116.78,37.6,47.2,2023,Евроремонт,3.1,Во двор,unknown,unknown,Нет,Вторичка,unknown,3,0.23809523809523808,38.92666666666667,0.32197294057201575,0.40417879773933896
59900000,55.76565,37.594926,Маяковская,3,6,84.6,49.47,11.7,1910,Косметический,3.4,На улицу и двор,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.5,28.2,0.5847517730496454,0.13829787234042554
35752653,55.701846,37.492177,Раменки,5,28,62.2,29.1,17.2,2022,Без отделки,3.12,unknown,Монолитный,unknown,unknown,Новостройка,Класс,3,0.17857142857142858,20.733333333333334,0.4678456591639871,0.27652733118971057
125000000,55.749339,37.579178,Смоленская,6,7,93.0,74.0,16.34,2015,Евроремонт,3.1,На улицу и двор,Монолитный,unknown,Нет,Вторичка / Апартаменты,unknown,3,0.8571428571428571,31.0,0.7956989247311828,0.1756989247311828
13250000,55.732646,37.355974,Крылатское,1,5,89.2,45.0,15.0,-1000,Евроремонт,3.0,Во двор,unknown,unknown,unknown,Вторичка,unknown,3,0.2,29.733333333333334,0.5044843049327354,0.16816143497757846
40338000,55.74288313992302,37.51007067517721,Фили,2,41,97.2,40.5,17.3,2021,Без отделки,3.5,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка,MR Group,3,0.04878048780487805,32.4,0.41666666666666663,0.1779835390946502
129000000,55.793313,37.540533,ЦСКА,32,36,113.0,67.0,9.0,2021,Дизайнерский,3.1,На улицу,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.8888888888888888,37.666666666666664,0.5929203539823009,0.07964601769911504
70000000,55.80651,37.449866,Щукинская,25,35,137.6,80.46,20.0,2003,Дизайнерский,3.13,unknown,Кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.7142857142857143,45.86666666666667,0.5847383720930233,0.14534883720930233
31905600,55.7829354711414,37.4636456980767,Народное Ополчение,22,28,78.2,24.7,17.4,2026,Без отделки,3.0,Во двор,Монолитный,unknown,unknown,Новостройка,Концерн КРОСТ,3,0.7857142857142857,26.066666666666666,0.31585677749360613,0.22250639386189255
155350000,55.726502,37.570213,Спортивная,8,15,119.5,69.88,13.4,-1000,Без ремонта,3.1,unknown,unknown,unknown,unknown,Вторичка,unknown,3,0.5333333333333333,39.833333333333336,0.5847698744769874,0.11213389121338913
80292632,55.692003,37.481172,Мичуринский проспект,2,12,135.1,46.8,30.3,2026,Без отделки,3.65,unknown,Монолитный,unknown,unknown,Новостройка,ДОНСТРОЙ,3,0.16666666666666666,45.03333333333333,0.3464100666173205,0.22427831236121393
156800000,55.76172,37.604592,Пушкинская,4,6,143.7,110.0,20.0,2008,Дизайнерский,3.1,На улицу и двор,unknown,Центральное,Нет,Вторичка,unknown,3,0.6666666666666666,47.9,0.7654836464857342,0.13917884481558804
87000000,55.75903,37.59118,Баррикадная,2,9,82.0,47.95,12.0,1938,Косметический,3.1,unknown,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.2222222222222222,27.333333333333332,0.5847560975609757,0.14634146341463414
60824107,55.7107321234353,37.5925293128265,Площадь Гагарина,2,18,87.4,51.11,15.36,2028,Без отделки,3.65,На улицу,Монолитный,unknown,unknown,Новостройка,Компания PIONEER,3,0.1111111111111111,29.133333333333336,0.5847826086956521,0.1757437070938215
28000000,55.6868460730144,37.6254148220895,Нагатинская,22,29,64.2,34.6,10.9,2025,Чистовая,3.1,На улицу и двор,Монолитный,unknown,unknown,Новостройка,unknown,3,0.7586206896551724,21.400000000000002,0.5389408099688473,0.16978193146417445
84200000,55.762839,37.606586,Тверская,5,5,106.0,59.0,17.0,1890,Дизайнерский,3.0,На улицу,Кирпичный,Центральное,Нет,Вторичка,unknown,3,1.0,35.333333333333336,0.5566037735849056,0.16037735849056603
40977040,55.692173859999,37.4768693801301,Мичуринский проспект,46,50,96.1,38.1,22.8,2027,Без отделки,3.1,Во двор,Монолитный,unknown,unknown,Новостройка,ДОНСТРОЙ,3,0.92,32.03333333333333,0.3964620187304891,0.23725286160249742
95000000,55.722142,37.618569,Серпуховская,6,17,112.6,65.84,19.79,2013,Дизайнерский,3.1,На улицу и двор,unknown,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.35294117647058826,37.53333333333333,0.5847246891651866,0.17575488454706928
78282400,55.743603,37.55858,Киевская,2,14,79.88,46.71,14.04,2026,Черновая,3.2,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,unknown,3,0.14285714285714285,26.626666666666665,0.5847521281922885,0.1757636454682023
31424659,55.71253054495882,37.44318148150531,Давыдково,2,11,63.6,39.8,11.18,2026,Без отделки,3.25,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Родина,3,0.18181818181818182,21.2,0.6257861635220126,0.17578616352201257
54988700,55.716899,37.496632,Минская,2,14,67.0,47.0,15.0,-1000,Евроремонт,3.1,На улицу,unknown,unknown,unknown,Вторичка,unknown,3,0.14285714285714285,22.333333333333332,0.7014925373134329,0.22388059701492538
105000000,55.75265203512016,37.54849235581949,Деловой центр,36,67,96.4,76.9,14.5,2023,Без отделки,3.05,unknown,Монолитный,unknown,unknown,Новостройка,Capital Group,3,0.5373134328358209,32.13333333333333,0.7977178423236515,0.1504149377593361
85000000,55.7152023823584,37.5729976389884,Лужники,4,18,82.3,48.12,14.46,2026,unknown,3.3,На улицу и двор,unknown,unknown,unknown,Новостройка,unknown,3,0.2222222222222222,27.433333333333334,0.5846901579586877,0.17569866342648846
157000000,55.76172,37.604592,Пушкинская,4,6,145.0,116.0,25.48,2008,Евроремонт,3.1,Во двор,unknown,Центральное,Нет,Вторичка,unknown,3,0.6666666666666666,48.333333333333336,0.8,0.17572413793103447
99000000,55.692013,37.530939,Университет,15,19,107.0,82.0,20.0,2013,Дизайнерский,3.1,На улицу,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.7894736842105263,35.666666666666664,0.7663551401869159,0.18691588785046728
28000000,55.6868460730144,37.6254148220895,Нагатинская,14,29,64.6,34.6,10.9,2025,Чистовая,3.1,Во двор,Монолитный,unknown,unknown,Новостройка,unknown,3,0.4827586206896552,21.53333333333333,0.5356037151702787,0.1687306501547988
27337270,55.79724014767848,37.711369139011246,Преображенская площадь,2,16,62.45,37.1,6.1,2027,Без отделки,3.15,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,Regions Development,3,0.125,20.816666666666666,0.5940752602081665,0.0976781425140112
155000000,55.762039,37.556568,Улица 1905 года,8,20,135.0,63.0,39.0,2023,Дизайнерский,3.1,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Вторичка,unknown,3,0.4,45.0,0.4666666666666667,0.28888888888888886
75000000,55.717868,37.497962,Минская,9,12,101.1,80.0,12.0,2021,Без ремонта,3.1,Во двор,Монолитно-кирпичный,unknown,unknown,Вторичка,unknown,3,0.75,33.699999999999996,0.7912957467853611,0.11869436201780416
20015460,55.7195076406786,37.7730046188418,Окская,2,30,68.0,37.3,14.6,2027,Без отделки,2.75,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка,Главстрой,3,0.06666666666666667,22.666666666666668,0.5485294117647058,0.21470588235294116
80000000,55.764111,37.595123,Пушкинская,2,7,89.9,55.0,8.0,1933,Дизайнерский,3.1,На улицу и двор,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.2857142857142857,29.96666666666667,0.6117908787541713,0.0889877641824249
69900000,55.700862,37.495006,Раменки,11,28,107.0,62.57,18.8,2022,Дизайнерский,3.12,На улицу и двор,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.39285714285714285,35.666666666666664,0.5847663551401869,0.17570093457943925
80000000,55.764111,37.595123,Пушкинская,2,7,90.0,75.0,10.0,1933,Дизайнерский,3.1,unknown,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.2857142857142857,30.0,0.8333333333333334,0.1111111111111111
128000000,55.766916,37.577139,Баррикадная,3,13,149.9,60.0,18.0,1998,Дизайнерский,3.1,Во двор,unknown,Центральное,Нет,Вторичка,unknown,3,0.23076923076923078,49.96666666666667,0.400266844563042,0.1200800533689126
63471808,55.744980453384,37.5207647674497,Фили,4,46,90.2,45.7,21.8,2026,Без отделки,3.12,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,3,0.08695652173913043,30.066666666666666,0.5066518847006652,0.24168514412416853
98000000,55.737583,37.594423,Парк культуры,4,5,115.0,82.0,15.0,1998,Дизайнерский,3.0,На улицу и двор,unknown,unknown,Нет,Вторичка,unknown,3,0.8,38.333333333333336,0.7130434782608696,0.13043478260869565
115000000,55.762804,37.555481,Улица 1905 года,5,21,117.0,68.41,20.0,2023,Дизайнерский,3.1,Во двор,unknown,unknown,Нет,Вторичка,unknown,3,0.23809523809523808,39.0,0.5847008547008546,0.17094017094017094
36557500,55.8005740813269,37.5643332394254,Гражданская,2,25,87.5,62.9,7.6,2025,Без отделки,3.6,unknown,Монолитный,unknown,unknown,Новостройка,РГ-Девелопмент,3,0.08,29.166666666666668,0.7188571428571429,0.08685714285714285
49500000,55.761325,37.512505,Шелепиха,21,36,86.5,64.0,12.0,2018,Дизайнерский,3.1,На улицу,Монолитный,Центральное,Нет,Вторичка / Апартаменты,unknown,3,0.5833333333333334,28.833333333333332,0.7398843930635838,0.13872832369942195
52030867,55.713248,37.62448,Тульская,10,13,103.6,74.4,5.5,2024,Предчистовая,3.0,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,unknown,3,0.7692307692307693,34.53333333333333,0.7181467181467183,0.053088803088803094
66000000,55.723212,37.620285,Серпуховская,13,13,103.0,60.23,18.1,2016,Без ремонта,5.5,Во двор,Монолитный,unknown,Нет,Вторичка / Апартаменты,unknown,3,1.0,34.333333333333336,0.584757281553398,0.17572815533980585
113000000,55.69247,37.483903,Мичуринский проспект,4,12,134.0,78.35,33.0,2021,Дизайнерский,3.65,unknown,unknown,unknown,Нет,Вторичка,unknown,3,0.3333333333333333,44.666666666666664,0.5847014925373134,0.2462686567164179
43203402,55.7741898598792,37.5077421542052,Хорошево,34,56,84.01,49.12,14.76,2027,Предчистовая,3.0,unknown,Монолитный,unknown,unknown,Новостройка,MR Group,3,0.6071428571428571,28.003333333333334,0.5846922985358886,0.17569336983692416
110000000,55.719318,37.445779,Давыдково,9,9,101.0,84.0,12.0,2017,Евроремонт,3.1,Во двор,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,1.0,33.666666666666664,0.8316831683168316,0.1188118811881188
85000000,55.721731,37.572899,Спортивная,3,5,112.7,65.0,20.0,2013,Без ремонта,3.5,Во двор,Монолитный,unknown,Нет,Вторичка / Апартаменты,unknown,3,0.6,37.56666666666667,0.5767524401064773,0.1774622892635315
101170000,55.7721200562894,37.5746372169183,Белорусская,2,14,96.1,41.5,25.2,2027,Без отделки,3.35,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,Sminex,3,0.14285714285714285,32.03333333333333,0.43184183142559834,0.26222684703433924
115000000,55.740036,37.641261,Новокузнецкая,3,7,95.7,55.96,40.0,2016,Дизайнерский,3.1,unknown,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.42857142857142855,31.900000000000002,0.5847439916405434,0.4179728317659352
55000000,55.762753,37.50911,Шелепиха,2,19,99.0,57.89,7.0,2018,Дизайнерский,3.05,На улицу и двор,Монолитный,unknown,unknown,Вторичка,unknown,3,0.10526315789473684,33.0,0.5847474747474748,0.0707070707070707
28309200,55.7903457442105,37.4694694898852,Октябрьское поле,3,27,76.1,38.9,11.7,2024,Без отделки,3.0,unknown,Монолитный,unknown,unknown,Новостройка,РГ-Девелопмент,3,0.1111111111111111,25.366666666666664,0.5111695137976348,0.15374507227332457
108000000,55.764273,37.54975,Улица 1905 года,4,17,114.0,66.66,14.0,2022,Дизайнерский,4.2,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.23529411764705882,38.0,0.5847368421052631,0.12280701754385964
39000000,55.785169,37.564033,Динамо,7,17,75.7,40.0,5.0,2018,Дизайнерский,2.95,На улицу и двор,unknown,Центральное,Нет,Вторичка / Апартаменты,unknown,3,0.4117647058823529,25.233333333333334,0.5284015852047556,0.06605019815059444
60251280,55.7339776945285,37.4922799384835,Парк Победы,8,17,108.6,63.5,19.08,2024,unknown,3.2,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка / Апартаменты,unknown,3,0.47058823529411764,36.199999999999996,0.5847145488029466,0.17569060773480663
96000000,55.694287,37.528621,Ломоносовский проспект,4,24,136.0,79.52,23.9,2010,Дизайнерский,3.1,На улицу и двор,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.16666666666666666,45.333333333333336,0.5847058823529412,0.17573529411764705
66500000,55.758114,37.546974,Шелепиха,8,22,123.3,60.0,18.7,2007,Дизайнерский,3.1,Во двор,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.36363636363636365,41.1,0.48661800486618007,0.1516626115166261
42355790,55.7766414669263,37.6466325170525,Площадь трёх вокзалов,2,22,67.7,37.9,8.1,2022,Без отделки,3.25,unknown,Монолитный,unknown,unknown,Новостройка,Центр-Инвест,3,0.09090909090909091,22.566666666666666,0.5598227474150664,0.11964549483013293
40488700,55.717447,37.496479,Минская,13,14,67.0,48.0,10.0,-1000,Без ремонта,3.1,unknown,unknown,unknown,unknown,Вторичка,unknown,3,0.9285714285714286,22.333333333333332,0.7164179104477612,0.14925373134328357
42000000,55.757653,37.5122,Фили,9,9,84.0,49.12,10.0,2020,Дизайнерский,3.0,На улицу и двор,Кирпичный,Центральное,Нет,Вторичка,unknown,3,1.0,28.0,0.5847619047619047,0.11904761904761904
132784215,55.7253323113978,37.6542770089447,Павелецкая,6,11,136.6,79.87,24.0,2025,Без отделки,3.65,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,Компания PIONEER,3,0.5454545454545454,45.53333333333333,0.5846998535871157,0.17569546120058566
58500000,55.700862,37.495006,Раменки,5,29,69.1,49.4,10.0,2023,Дизайнерский,3.1,unknown,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.1724137931034483,23.03333333333333,0.7149059334298119,0.14471780028943562
27500000,55.74147,37.540784,Кутузовская,1,8,74.4,43.5,6.0,1937,Без ремонта,3.1,Во двор,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.125,24.8,0.5846774193548386,0.08064516129032258
35954750,55.8635753891815,37.4591120018047,Беломорская,4,34,92.5,42.0,16.26,2028,Без отделки,3.15,unknown,Монолитный,unknown,unknown,Новостройка,unknown,3,0.11764705882352941,30.833333333333332,0.4540540540540541,0.1757837837837838
85000000,55.721731,37.572899,Спортивная,3,6,112.5,65.0,20.8,2014,Без ремонта,3.1,На улицу и двор,Монолитный,unknown,Нет,Вторичка / Апартаменты,unknown,3,0.5,37.5,0.5777777777777777,0.1848888888888889
120000000,55.75019,37.597459,Арбатская,2,4,131.0,76.6,23.02,1912,Дизайнерский,3.7,На улицу и двор,Кирпичный,Автономная котельная,Нет,Вторичка,unknown,3,0.5,43.666666666666664,0.5847328244274809,0.17572519083969465
27691674,55.7076352050853,37.4571176785729,Давыдково,11,21,74.5,46.9,7.8,2020,Черновая,3.3,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,Ташир,3,0.5238095238095238,24.833333333333332,0.6295302013422819,0.10469798657718121
55000000,55.724059,37.609559,Октябрьская,12,20,77.0,45.02,23.0,2006,Дизайнерский,2.64,unknown,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.6,25.666666666666668,0.5846753246753247,0.2987012987012987
48300000,55.773854,37.473411,Народное Ополчение,11,58,81.0,58.0,15.0,2022,Дизайнерский,2.9,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.1896551724137931,27.0,0.7160493827160493,0.18518518518518517
49746700,55.808285024147,37.4804656230608,Щукинская,7,21,98.9,54.0,21.7,2023,Без отделки,3.1,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,3,0.3333333333333333,32.96666666666667,0.5460060667340748,0.21941354903943375
110000000,55.740436,37.626079,Третьяковская,5,8,130.0,50.0,50.0,1997,Евроремонт,3.1,unknown,unknown,unknown,Нет,Вторичка,unknown,3,0.625,43.333333333333336,0.38461538461538464,0.38461538461538464
54560000,55.716179,37.496704,Минская,10,14,92.0,40.9,26.2,2023,Без отделки,3.13,На улицу,Монолитный,unknown,unknown,Новостройка,Sminex,3,0.7142857142857143,30.666666666666668,0.44456521739130433,0.28478260869565214
45900000,55.762753,37.50911,Шелепиха,10,19,70.0,29.0,17.0,2018,Дизайнерский,3.2,На улицу,Монолитный,unknown,unknown,Вторичка,unknown,3,0.5263157894736842,23.333333333333332,0.4142857142857143,0.24285714285714285
35000000,55.736103,37.248302,Крылатское,5,6,125.0,73.09,21.97,2006,Дизайнерский,3.1,unknown,Монолитный,Автономная котельная,Нет,Вторичка,unknown,3,0.8333333333333334,41.666666666666664,0.58472,0.17576
107000000,55.740036,37.641261,Павелецкая,3,7,103.0,61.0,14.0,2016,Дизайнерский,3.1,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.42857142857142855,34.333333333333336,0.5922330097087378,0.13592233009708737
37600000,55.695804,37.485664,Раменки,40,51,78.0,45.61,13.71,2020,Без ремонта,3.0,На улицу и двор,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.7843137254901961,26.0,0.5847435897435898,0.1757692307692308
131221490,55.7517228631563,37.5595977937,Александровский сад,11,18,115.6,67.6,20.31,2025,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Capital Group,3,0.6111111111111112,38.53333333333333,0.5847750865051903,0.17569204152249135
85000000,55.722142,37.618569,Серпуховская,3,14,97.5,57.01,17.13,2013,Дизайнерский,3.3,Во двор,unknown,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.21428571428571427,32.5,0.5847179487179487,0.17569230769230768
88000000,55.714506,37.474695,Матвеевское,13,25,88.4,52.0,15.0,2021,Дизайнерский,3.1,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.52,29.46666666666667,0.588235294117647,0.16968325791855202
42486800,55.8378393904464,37.6421616258068,Ботанический сад,13,23,78.6,37.9,17.0,2024,Без отделки,3.02,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Родина,3,0.5652173913043478,26.2,0.4821882951653944,0.2162849872773537
75000000,55.722142,37.618569,Серпуховская,7,14,113.0,66.08,19.86,2013,Без ремонта,3.3,Во двор,unknown,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.5,37.666666666666664,0.5847787610619469,0.17575221238938052
14700000,55.531305,37.386535,Ольховая,8,16,72.5,43.8,13.8,2023,Евроремонт,3.1,На улицу и двор,unknown,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.5,24.166666666666668,0.6041379310344828,0.1903448275862069
42527660,55.7541485585723,37.5260334013412,Шелепиха,35,41,88.97,63.6,20.4,2024,Без отделки,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Класс,3,0.8536585365853658,29.656666666666666,0.7148477014724065,0.2292907721703945
95000000,55.722142,37.618569,Серпуховская,6,14,112.6,65.84,19.79,2013,Дизайнерский,3.3,На улицу и двор,unknown,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.42857142857142855,37.53333333333333,0.5847246891651866,0.17575488454706928
79000000,55.784349,37.60098,Менделеевская,5,8,123.0,71.92,13.0,2001,Дизайнерский,3.2,unknown,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.625,41.0,0.5847154471544715,0.10569105691056911
32877520,55.751746779208574,37.68995051814007,Римская,2,25,80.8,44.3,15.7,2025,Без отделки,3.1,Во двор,Монолитный,unknown,unknown,Новостройка,ДОНСТРОЙ,3,0.08,26.933333333333334,0.5482673267326732,0.1943069306930693
110000000,55.740436,37.626079,Третьяковская,5,8,129.3,75.61,50.0,1997,Дизайнерский,3.0,unknown,unknown,unknown,Нет,Вторичка,unknown,3,0.625,43.1,0.5847641144624903,0.3866976024748646
25698766,55.7199889484314,37.6885570978689,Волгоградский проспект,2,29,81.4,38.5,19.0,2025,Предчистовая,2.87,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,MR Group,3,0.06896551724137931,27.133333333333336,0.4729729729729729,0.2334152334152334
35310265,55.81223903077471,37.521843498848085,Сокол,14,25,75.7,41.9,21.5,2026,Предчистовая,3.0,unknown,Монолитный,unknown,unknown,Новостройка,FORMA,3,0.56,25.233333333333334,0.5535006605019814,0.28401585204755614
160000000,55.762181,37.547531,Улица 1905 года,2,13,120.0,70.17,5.0,2017,Дизайнерский,3.1,unknown,Кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.15384615384615385,40.0,0.58475,0.041666666666666664
18820320,55.589234,37.444198,Прокшино,2,16,85.7,34.9,22.6,2022,Без отделки,2.99,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка,А101,3,0.125,28.566666666666666,0.4072345390898483,0.2637106184364061
24621584,55.83029872360717,37.43668300572404,Тушинская,16,48,71.8,34.1,12.62,2027,Предчистовая,2.85,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,MR Group,3,0.3333333333333333,23.933333333333334,0.4749303621169917,0.17576601671309192
114000000,55.761644,37.550567,Улица 1905 года,12,17,93.0,54.38,16.34,2017,Дизайнерский,3.3,На улицу и двор,Кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,3,0.7058823529411765,31.0,0.5847311827956989,0.1756989247311828
52900000,55.786257,37.6115,Достоевская,3,14,130.0,88.4,10.0,2002,Евроремонт,3.0,Во двор,Монолитный,Центральное,Нет,Вторичка,unknown,3,0.21428571428571427,43.333333333333336,0.68,0.07692307692307693
53850000,55.771125,37.643722,Красные ворота,15,19,71.8,48.1,8.3,2024,Чистовая,3.2,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка / Апартаменты,ГК Основа,3,0.7894736842105263,23.933333333333334,0.6699164345403901,0.11559888579387188
35000000,55.715555,37.498267,Минская,1,14,75.0,48.0,10.0,-1000,Без ремонта,3.1,unknown,unknown,unknown,unknown,Вторичка,unknown,3,0.07142857142857142,25.0,0.64,0.13333333333333333
43300000,55.8205830303055,37.6022541586287,Останкино,2,21,79.64,43.2,12.3,2024,Без отделки,3.15,Во двор,Монолитный,unknown,unknown,Новостройка,Sminex,3,0.09523809523809523,26.546666666666667,0.5424409844299347,0.15444500251130086
38988700,55.715195,37.499085,Минская,2,14,69.0,40.0,8.0,-1000,Без ремонта,3.1,Во двор,unknown,unknown,unknown,Вторичка,unknown,3,0.14285714285714285,23.0,0.5797101449275363,0.11594202898550725
30000000,55.834922,37.534415,Коптево,2,9,90.2,52.74,16.0,2004,Евроремонт,3.1,На улицу и двор,Панельный,Центральное,Нет,Вторичка,unknown,3,0.2222222222222222,30.066666666666666,0.5847006651884701,0.17738359201773835
38599000,55.715996,37.498501,Минская,1,14,68.0,41.0,10.0,-1000,Без ремонта,3.1,Во двор,unknown,unknown,unknown,Вторичка,unknown,3,0.07142857142857142,22.666666666666668,0.6029411764705882,0.14705882352941177
101475000,55.75204,37.548465,Деловой центр (Выставочная),50,63,102.5,82.1,8.7,2023,Дизайнерский,3.1,На улицу,Панельный,unknown,Нет,Вторичка,unknown,3,0.7936507936507936,34.166666666666664,0.8009756097560975,0.0848780487804878
33870085,55.7549286333382,37.5257209193258,Шелепиха,30,51,81.54,27.9,14.33,2024,Без отделки,3.1,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,КОРТРОС,3,0.5882352941176471,27.180000000000003,0.3421633554083885,0.1757419671326956
55000000,55.750722934383,37.454333808157,Терехово,16,22,93.8,54.85,16.0,2024,Без отделки,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,3,0.7272727272727273,31.266666666666666,0.5847547974413646,0.17057569296375266
28868403,55.86232158752527,37.54582425094669,Селигерская,7,15,73.04,42.71,12.84,2026,Без отделки,2.95,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка,MR Group,3,0.4666666666666667,24.346666666666668,0.5847480832420591,0.17579408543263964
44990000,55.764496,37.51149,Шелепиха,36,37,66.0,31.4,12.3,2023,Дизайнерский,3.1,На улицу,unknown,unknown,Нет,Вторичка,unknown,3,0.972972972972973,22.0,0.4757575757575757,0.18636363636363637
29360732,55.692704,37.645995,ЗИЛ,2,19,76.8,45.7,12.0,2025,Без отделки,2.87,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,3,0.10526315789473684,25.599999999999998,0.5950520833333334,0.15625
114000000,55.761558,37.549067,Улица 1905 года,12,21,92.6,54.15,16.27,2017,Дизайнерский,3.2,На улицу и двор,Кирпичный,unknown,unknown,Вторичка,unknown,3,0.5714285714285714,30.866666666666664,0.5847732181425486,0.17570194384449245
21923400,55.8398529585641,37.5158219544633,Водный стадион,6,20,59.9,38.0,6.1,2026,Без отделки,2.8,unknown,Монолитный,unknown,unknown,Новостройка,РГ-Девелопмент,3,0.3,19.966666666666665,0.6343906510851419,0.1018363939899833
95000000,55.7147723668241,37.5721607897779,Лужники,7,18,89.7,52.45,15.76,2026,unknown,3.4,На улицу и двор,unknown,unknown,unknown,Новостройка,unknown,3,0.3888888888888889,29.900000000000002,0.584726867335563,0.1756967670011148
85000000,55.757197,37.585565,Баррикадная,7,7,140.0,81.86,24.6,1952,Дизайнерский,3.1,unknown,Кирпичный,Центральное,Нет,Вторичка,unknown,3,1.0,46.666666666666664,0.5847142857142857,0.1757142857142857
56949326,55.722989,37.615425,Серпуховская,20,23,123.09,71.97,21.63,2022,Без отделки,3.2,unknown,Монолитный,unknown,unknown,Новостройка,Capital Group,3,0.8695652173913043,41.03,0.584694126249086,0.1757250792103339
38156601,55.79697474854365,37.624658717089154,Марьина Роща,4,44,85.19,49.81,14.97,2024,Без отделки,3.24,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка,MR Group,3,0.09090909090909091,28.396666666666665,0.584693039089095,0.17572485033454632
89000000,55.76249,37.51626,Шелепиха,25,36,105.0,69.0,30.0,-1000,Дизайнерский,3.1,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Вторичка,unknown,3,0.6944444444444444,35.0,0.6571428571428571,0.2857142857142857
184473860,55.766223,37.626196,Трубная,2,5,140.0,81.86,24.6,1903,Дизайнерский,3.5,unknown,Кирпичный,Центральное,Нет,Вторичка,unknown,3,0.4,46.666666666666664,0.5847142857142857,0.1757142857142857
23733150,55.78291902250873,37.50738845767165,Зорге,3,21,65.92,33.5,11.58,2024,Без отделки,3.15,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка / Апартаменты,unknown,3,0.14285714285714285,21.973333333333333,0.5081917475728155,0.17566747572815533
103295875,55.74521,37.589311,Смоленская,4,8,110.0,64.32,16.0,1910,Дизайнерский,3.8,unknown,Кирпичный,unknown,unknown,Вторичка,unknown,3,0.5,36.666666666666664,0.5847272727272727,0.14545454545454545
