price,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,accomodation_type,author,room_count,floor_ratio,room_ratio,living_ratio,kitchen_ratio
5992474,55.5249224686191,37.6138844900413,Бутово,14,16,32.3,9.4,14.6,2025,Предчистовая,2.62,unknown,Монолитный,unknown,unknown,Новостройка,ПИК,1,0.875,32.3,0.2910216718266254,0.4520123839009288
5988011,55.5249224686191,37.6138844900413,Бутово,22,25,33.9,10.1,16.9,2025,Предчистовая,2.62,unknown,Монолитный,unknown,unknown,Новостройка,ПИК,1,0.88,33.9,0.29793510324483774,0.49852507374631266
5998941,55.710306,37.951288,Некрасовка,12,17,33.4,14.1,10.4,2024,Без отделки,2.8,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,Группа Самолет,1,0.7058823529411765,33.4,0.4221556886227545,0.31137724550898205
5933727,55.700983,37.209872,Одинцово,2,9,34.4,19.8,6.1,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.2222222222222222,34.4,0.5755813953488372,0.17732558139534885
5976991,55.62592722455405,37.94355795106384,Томилино,2,17,34.9,20.0,6.3,2025,Без отделки,2.8,unknown,Монолитный,unknown,unknown,Новостройка,Группа Самолет,1,0.11764705882352941,34.9,0.5730659025787966,0.18051575931232092
5903346,55.638978,37.946455,Томилино,4,12,35.79,10.8,9.8,2025,Без отделки,2.6,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.3333333333333333,35.79,0.30176026823134955,0.27381950265437277
5909000,55.5645134398516,37.84439372023753,Домодедовская,2,9,37.1,17.49,9.92,2024,unknown,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.2222222222222222,37.1,0.47142857142857136,0.2673854447439353
5957300,56.03711341873088,35.93565798984577,Крюково,5,5,41.0,15.9,15.6,2025,Чистовая,2.55,На улицу и двор,Панельный,unknown,unknown,Новостройка,unknown,1,1.0,41.0,0.3878048780487805,0.3804878048780488
5900000,55.691704,37.208605,Одинцово,5,10,39.5,18.8,10.2,2023,Косметический,3.1,На улицу,unknown,unknown,Нет,Вторичка,unknown,1,0.5,39.5,0.47594936708860763,0.2582278481012658
5990000,55.878389,37.270347,Пятницкое шоссе,6,8,36.0,16.97,9.0,2021,Дизайнерский,2.8,Во двор,unknown,unknown,Нет,Вторичка,unknown,1,0.75,36.0,0.47138888888888886,0.25
5990000,55.878389,37.270347,Пятницкое шоссе,2,8,36.0,16.97,9.0,2021,Дизайнерский,2.8,На улицу,unknown,unknown,Нет,Вторичка,unknown,1,0.25,36.0,0.47138888888888886,0.25
5950000,55.808887,37.944299,Салтыковская,8,9,31.6,18.0,7.0,1974,Евроремонт,2.6,Во двор,Кирпичный,Центральное,Нет,Вторичка,unknown,1,0.8888888888888888,31.6,0.5696202531645569,0.22151898734177214
5920200,55.98277000955816,37.90961267724581,Медведково,2,23,42.9,20.22,11.47,2026,unknown,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.08695652173913043,42.9,0.47132867132867134,0.2673659673659674
7500000,55.9401229142573,37.869777696094815,Выхино,11,17,44.5,20.98,11.9,2022,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.6470588235294118,44.5,0.47146067415730336,0.26741573033707866
6464275,55.94120854470998,37.868538068116905,Выхино,17,17,43.9,20.69,11.74,2025,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,1.0,43.9,0.47129840546697044,0.26742596810933944
5941375,55.9977421443573,37.8895712062361,Медведково,3,10,43.21,26.8,7.2,2026,Без отделки,3.1,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,DOGMA,1,0.3,43.21,0.6202267993520019,0.166628095348299
5961950,55.98024669015989,37.89739534434572,Медведково,5,24,40.42,19.05,10.81,2026,unknown,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.20833333333333334,40.42,0.47130133597229096,0.26744186046511625
5976854,55.6778271599405,37.9030629583345,Люберцы I,10,21,40.5,19.09,10.83,2027,unknown,2.7,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка / Апартаменты,unknown,1,0.47619047619047616,40.5,0.471358024691358,0.2674074074074074
5962583,55.6778271599405,37.9030629583345,Люберцы I,10,21,40.37,19.03,10.79,2027,unknown,2.7,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка / Апартаменты,unknown,1,0.47619047619047616,40.37,0.47138964577656683,0.2672776814466188
5991517,55.95287133473363,37.4718713194025,Водники,15,17,32.4,20.5,4.4,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.8823529411764706,32.4,0.6327160493827161,0.1358024691358025
5947359,55.72393033760572,37.98155611904895,Ольгино,13,22,35.5,11.0,14.0,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.5909090909090909,35.5,0.30985915492957744,0.39436619718309857
5908526,55.724089,37.982064,Ольгино,7,22,36.8,10.9,18.2,2024,Без отделки,2.74,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.3181818181818182,36.8,0.2961956521739131,0.4945652173913044
5973773,55.724119,37.983339,Некрасовка,3,22,37.84,25.5,4.4,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.13636363636363635,37.84,0.6738900634249471,0.11627906976744186
5988684,55.724119,37.983339,Некрасовка,13,22,32.83,11.8,12.8,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.5909090909090909,32.83,0.35942735303076456,0.3898872982028633
5915687,55.724119,37.983339,Некрасовка,21,22,35.61,11.0,14.0,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.9545454545454546,35.61,0.30890199382196015,0.39314799213704016
5951004,55.72416,37.970449,Некрасовка,8,22,37.11,22.7,6.0,2025,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.36363636363636365,37.11,0.6116949609269738,0.16168148746968472
5987535,55.7249973299294,37.98351262831064,Ольгино,19,22,37.2,11.5,17.5,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.8636363636363636,37.2,0.30913978494623656,0.4704301075268817
5987582,55.7249973299294,37.98351262831064,Ольгино,21,22,35.9,11.0,14.0,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.9545454545454546,35.9,0.30640668523676884,0.38997214484679665
5952501,55.724302,37.968742,Некрасовка,17,22,33.9,20.3,3.5,2025,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.7727272727272727,33.9,0.5988200589970502,0.10324483775811209
5906327,55.723704,37.967313,Некрасовка,14,22,36.89,22.6,5.9,2025,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.6363636363636364,36.89,0.6126321496340472,0.15993494171862294
5937671,55.822888,37.939556,Салтыковская,10,17,34.6,22.2,5.1,2026,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.5882352941176471,34.6,0.6416184971098265,0.14739884393063582
5619435,55.94814087260422,37.76623078366608,Белокаменная,15,15,35.38,16.3,10.8,2026,Без отделки,2.78,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,1.0,35.38,0.46071226681741095,0.30525720746184287
5646038,55.700425,37.211166,Одинцово,6,9,33.85,15.4,10.8,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.6666666666666666,33.85,0.4549483013293944,0.3190546528803545
5649056,55.638882,37.945233,Томилино,11,12,34.08,19.7,5.7,2025,Без отделки,2.6,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.9166666666666666,34.08,0.5780516431924883,0.1672535211267606
5650000,55.801865,37.927599,Новогиреево,7,9,32.4,19.4,6.0,1968,Без ремонта,3.1,Во двор,Кирпичный,Центральное,Нет,Вторичка,unknown,1,0.7777777777777778,32.4,0.5987654320987654,0.1851851851851852
5650000,56.021357,37.482124,Лобня,14,16,42.3,19.0,9.0,2022,unknown,3.1,unknown,unknown,unknown,Нет,Вторичка,unknown,1,0.875,42.3,0.44917257683215134,0.2127659574468085
5664036,55.941133,37.868535,Выхино,15,17,40.3,19.0,10.77,2025,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.8823529411764706,40.3,0.47146401985111663,0.2672456575682382
5692247,55.72416,37.970449,Некрасовка,19,22,33.61,12.3,11.6,2025,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.8636363636363636,33.61,0.36596251115739364,0.34513537637607855
5686068,55.7249973299294,37.98351262831064,Ольгино,22,22,32.6,11.8,12.8,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,1.0,32.6,0.3619631901840491,0.39263803680981596
5677364,55.72393033760572,37.98155611904895,Ольгино,7,22,32.6,11.8,11.8,2024,Без отделки,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.3181818181818182,32.6,0.3619631901840491,0.3619631901840491
5680266,55.94814087260422,37.76623078366608,Белокаменная,2,17,32.91,20.4,5.0,2026,Без отделки,2.78,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.11764705882352941,32.91,0.6198723792160438,0.15192950470981467
5657744,55.897392,37.253773,Сходня,8,12,36.7,11.0,9.4,2025,Без отделки,2.77,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.6666666666666666,36.7,0.2997275204359673,0.2561307901907357
5682978,55.700983,37.209872,Одинцово,2,8,35.16,15.2,11.3,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.25,35.16,0.4323094425483504,0.3213879408418658
5689579,55.638978,37.946455,Томилино,4,12,34.2,15.8,10.8,2025,Без отделки,2.6,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.3333333333333333,34.2,0.4619883040935672,0.3157894736842105
5670774,55.723704,37.967313,Некрасовка,19,22,33.61,12.3,8.99,2025,Без отделки,3.04,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Класс,1,0.8636363636363636,33.61,0.36596251115739364,0.2674799166914609
5650000,55.471602,37.701062,Остафьево,14,17,37.43,17.64,10.01,2022,Черновая,2.75,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.8235294117647058,37.43,0.4712797221480096,0.2674325407427197
5670926,55.83301726721356,37.95333879363974,Салтыковская,11,25,31.52,14.86,8.43,2025,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.44,31.52,0.4714467005076142,0.2674492385786802
5700000,55.53913,37.074774,Апрелевка,5,9,35.7,19.4,7.0,1990,Косметический,3.1,Во двор,Кирпичный,Центральное,Нет,Вторичка,unknown,1,0.5555555555555556,35.7,0.5434173669467787,0.19607843137254902
5700000,55.590668,37.885522,Томилино,17,17,33.0,16.1,7.8,2015,Косметический,2.8,Во двор,Кирпичный,Автономная котельная,Нет,Вторичка,unknown,1,1.0,33.0,0.4878787878787879,0.23636363636363636
5723519,55.822888,37.939556,Салтыковская,6,17,36.04,23.5,4.9,2026,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.35294117647058826,36.04,0.6520532741398446,0.13596004439511655
5714510,55.82311,37.937498,Салтыковская,11,17,33.05,20.5,4.4,2026,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.6470588235294118,33.05,0.6202723146747353,0.1331316187594554
5725833,55.82311,37.937498,Салтыковская,12,12,34.1,19.7,6.0,2026,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,1.0,34.1,0.5777126099706744,0.1759530791788856
6349068,55.51137684822504,37.74059379467794,Щербинка,13,13,40.91,25.0,5.7,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,1.0,40.91,0.6110975311659741,0.1393302371058421
6338079,55.95227969224964,37.46934651331239,Водники,10,17,34.49,21.7,4.2,2024,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.5882352941176471,34.49,0.6291678747463032,0.12177442737025225
6320857,55.82311,37.937498,Салтыковская,13,17,38.94,25.4,4.3,2026,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.7647058823529411,38.94,0.6522855675398048,0.11042629686697483
6311435,55.94814087260422,37.76623078366608,Белокаменная,17,17,38.78,22.7,7.6,2026,Без отделки,2.78,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,1.0,38.78,0.5853532748839607,0.19597730789066528
6324530,55.94993485986667,37.766370258534685,Ростокино,2,13,40.53,27.7,4.4,2025,Без отделки,2.78,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.15384615384615385,40.53,0.6834443622008388,0.10856155933876142
6348580,55.94993485986667,37.766370258534685,Ростокино,14,15,34.06,19.7,6.1,2025,Без отделки,2.78,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.9333333333333333,34.06,0.5783910745742806,0.17909571344685846
6286376,55.511537,37.737183,Щербинка,17,17,32.37,20.4,4.5,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,1.0,32.37,0.6302131603336423,0.13901760889712697
6253318,55.511939,37.739941,Щербинка,2,12,45.48,26.9,5.5,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.16666666666666666,45.48,0.5914687774846086,0.12093227792436237
6280752,56.0250883596727,37.8650447857348,Медведково,8,13,33.5,15.79,11.2,2024,Без отделки,2.74,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК Инград,1,0.6153846153846154,33.5,0.47134328358208955,0.3343283582089552
6214914,56.024421442135,37.8646478188009,Медведково,3,10,33.02,15.57,10.7,2024,Без отделки,2.74,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК Инград,1,0.3,33.02,0.4715324046032707,0.32404603270744997
6216693,56.02798293699584,37.865417318411495,Медведково,8,15,33.57,15.82,10.8,2025,Без отделки,2.8,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК Инград,1,0.5333333333333333,33.57,0.47125409591897527,0.32171581769436997
6208981,55.82311,37.937498,Салтыковская,2,12,35.83,10.8,9.8,2026,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.16666666666666666,35.83,0.30142338822216025,0.2735138152386269
6286752,55.5334697145112,37.8761381473681,Зябликово,11,12,41.84,27.7,5.0,2025,Без отделки,2.95,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.9166666666666666,41.84,0.6620458891013383,0.11950286806883365
6287293,55.702546,37.206602,Одинцово,1,8,34.68,19.8,6.5,2025,unknown,3.0,unknown,Монолитный,unknown,unknown,Новостройка,Группа Самолет,1,0.125,34.68,0.5709342560553633,0.18742791234140715
6296756,55.4972679248689,37.74077043257023,Щербинка,12,17,32.3,20.5,4.3,2025,Без отделки,2.77,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.7058823529411765,32.3,0.6346749226006192,0.13312693498452013
6245591,55.5537257979837,37.8110617282158,Красногвардейская,15,17,33.01,9.7,10.4,2025,Без отделки,2.8,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.8823529411764706,33.01,0.293850348379279,0.31505604362314454
6367301,55.909741,37.785459,Медведково,9,25,32.6,9.5,16.1,2025,Чистовая,2.62,unknown,Монолитный,unknown,unknown,Новостройка,ПИК,1,0.36,32.6,0.29141104294478526,0.49386503067484666
6245916,55.700425,37.211166,Одинцово,4,9,38.51,17.6,12.6,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.4444444444444444,38.51,0.4570241495715399,0.3271877434432615
6279113,55.8952821421755,37.25212363558189,Сходня,12,12,34.7,16.1,10.6,2024,Без отделки,2.77,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,1.0,34.7,0.46397694524495675,0.30547550432276654
6237715,55.62592722455405,37.94355795106384,Томилино,4,17,32.56,21.9,3.0,2025,Без отделки,2.8,unknown,Монолитный,unknown,unknown,Новостройка,Группа Самолет,1,0.23529411764705882,32.56,0.6726044226044225,0.09213759213759214
6265000,55.486744,36.91968,Апрелевка,1,3,35.0,16.5,9.36,2023,Без отделки,3.1,unknown,Кирпичный,unknown,unknown,Новостройка,unknown,1,0.3333333333333333,35.0,0.4714285714285714,0.2674285714285714
6284051,55.638978,37.946455,Томилино,4,12,39.06,18.8,11.4,2025,Без отделки,2.6,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.3333333333333333,39.06,0.48131080389144903,0.29185867895545314
6288000,55.5645134398516,37.84439372023753,Домодедовская,5,9,40.6,19.14,10.85,2024,unknown,2.74,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.5555555555555556,40.6,0.4714285714285714,0.2672413793103448
6215740,55.5654140649072,37.094084104204,Победа,1,9,37.22,15.1,10.0,2025,Без отделки,2.76,unknown,unknown,unknown,unknown,Новостройка,unknown,1,0.1111111111111111,37.22,0.40569586243954864,0.2686727565824825
6222333,55.675084453864,37.8676992546948,Котельники,6,17,35.1,16.55,9.38,2024,Без отделки,3.2,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка / Апартаменты,unknown,1,0.35294117647058826,35.1,0.47150997150997154,0.26723646723646727
6283032,55.6101954115176,37.1073670046154,Санино,3,4,35.14,12.1,11.8,2026,Без отделки,2.69,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,1,0.75,35.14,0.344336937962436,0.3357996585088219
6295331,55.53339443723768,37.717693753302015,Битца,13,20,35.3,16.64,9.44,2026,unknown,2.62,Во двор,Монолитный,unknown,unknown,Новостройка,unknown,1,0.65,35.3,0.4713881019830029,0.2674220963172805
6296524,56.050024273375726,37.545428701712645,Лобня,4,4,39.16,18.46,10.47,2025,unknown,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,1.0,39.16,0.4713993871297243,0.2673646578140961
6296800,55.73762258600436,38.00751001139641,Новокосино,16,17,34.0,8.3,13.8,2025,Чистовая,2.75,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.9411764705882353,34.0,0.24411764705882355,0.40588235294117647
6273720,55.73762258600436,38.00751001139641,Новокосино,4,17,33.3,9.9,15.1,2025,Чистовая,2.75,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.23529411764705882,33.3,0.2972972972972973,0.4534534534534535
6275064,55.5315620253817,37.7257914268629,Битца,13,17,31.38,14.79,8.39,2024,Без отделки,2.59,На улицу и двор,Монолитный,unknown,unknown,Новостройка,MR Group,1,0.7647058823529411,31.38,0.4713193116634799,0.26736775015933717
6297162,55.4524541439336,37.5470200522215,Силикатная,11,22,37.29,17.58,9.97,2026,Предчистовая,2.96,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.5,37.29,0.4714400643604183,0.26736390453204617
6285880,55.47636315897929,37.70544356993664,Остафьево,2,17,37.64,17.74,10.06,2025,Черновая,2.75,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.11764705882352941,37.64,0.4713071200850159,0.26726886291179597
6297296,55.6421761635956,37.8546976348867,Котельники,4,25,37.0,10.0,12.0,2025,Без отделки,2.72,Во двор,Монолитный,unknown,unknown,Новостройка,unknown,1,0.16,37.0,0.2702702702702703,0.32432432432432434
6257410,55.9980307424833,37.8888845607282,Медведково,3,12,36.17,20.2,7.1,2026,Без отделки,3.1,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,DOGMA,1,0.25,36.17,0.5584738733757257,0.1962952723251313
6250050,56.0057964080096,37.8620306417001,Медведково,14,25,38.0,17.91,10.16,2026,unknown,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.56,38.0,0.4713157894736842,0.2673684210526316
6282760,56.2552571789198,37.9721610535478,Шереметьевская,9,9,43.6,20.55,14.6,2024,Без отделки,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,AUTHOR DEVELOPMENT,1,1.0,43.6,0.4713302752293578,0.3348623853211009
6250000,55.822645,37.932782,Салтыковская,15,25,38.0,19.0,12.0,2013,Евроремонт,2.8,Во двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.6,38.0,0.5,0.3157894736842105
6200000,55.9189511784788,37.7796795914845,Медведково,2,25,28.3,13.34,7.57,2023,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.08,28.3,0.4713780918727915,0.26749116607773854
6285300,55.97970531691481,37.897094936936064,Медведково,2,24,43.05,20.29,11.51,2026,unknown,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.08333333333333333,43.05,0.4713124274099884,0.26736353077816494
6267828,56.0875661573019,37.513663398811,Лобня,4,4,43.4,14.0,11.6,2024,Без отделки,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Класс,1,1.0,43.4,0.3225806451612903,0.2672811059907834
6267828,56.088639,37.513197,Лобня,4,4,43.4,14.0,11.6,2024,Без отделки,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Класс,1,1.0,43.4,0.3225806451612903,0.2672811059907834
6290000,55.722923,36.872438,Крёкшино,15,15,38.0,19.0,10.0,2023,Дизайнерский,2.7,На улицу и двор,unknown,unknown,Нет,Вторичка,unknown,1,1.0,38.0,0.5,0.2631578947368421
6248386,55.7219277920133,37.9710288981472,Некрасовка,15,20,36.0,17.3,9.62,2022,Без отделки,3.04,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Класс,1,0.75,36.0,0.48055555555555557,0.2672222222222222
6293700,55.7022643439843,37.8836398373196,Лухмановская,4,12,33.3,10.0,14.7,2026,Предчистовая,2.7,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,unknown,1,0.3333333333333333,33.3,0.3003003003003003,0.4414414414414415
6300000,55.619117,37.944757,Котельники,4,17,32.0,14.1,10.0,2023,Евроремонт,2.77,Во двор,Блочный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,1,0.23529411764705882,32.0,0.440625,0.3125
6325000,55.534077,37.639294,Битца,8,9,31.4,14.0,10.7,2018,Евроремонт,2.65,Во двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.8888888888888888,31.4,0.445859872611465,0.34076433121019106
6300000,55.706152,37.964214,Некрасовка,13,17,35.0,18.0,9.0,2016,Косметический,3.1,На улицу,Кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,1,0.7647058823529411,35.0,0.5142857142857142,0.2571428571428571
6300000,55.908485,37.862974,Медведково,3,12,38.9,21.0,8.0,1986,Косметический,3.1,На улицу и двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.25,38.9,0.5398457583547558,0.20565552699228792
6300000,55.892168,37.438664,Химки,2,5,32.0,21.0,6.8,1965,Евроремонт,2.64,Во двор,Кирпичный,Центральное,Нет,Вторичка,unknown,1,0.4,32.0,0.65625,0.2125
6808500,55.9401229142573,37.869777696094815,Выхино,13,17,44.5,20.98,11.9,2022,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.7647058823529411,44.5,0.47146067415730336,0.26741573033707866
6345061,55.48075042690233,37.59545860580318,Силикатная,4,8,35.3,16.64,9.44,2025,unknown,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.5,35.3,0.4713881019830029,0.2674220963172805
6338852,55.76654088385362,37.24431164881603,Опалиха,1,8,32.83,15.48,8.78,2025,unknown,3.1,unknown,Монолитный,unknown,unknown,Новостройка,unknown,1,0.125,32.83,0.47151995126408774,0.2674383186110265
6194247,55.70147205159728,37.2109028954921,Одинцово,4,7,35.62,15.0,11.3,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.5714285714285714,35.62,0.42111173498034815,0.317237507018529
6194247,55.70147205159728,37.2109028954921,Одинцово,4,7,35.62,15.0,11.3,2025,Без отделки,3.0,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Самолет,1,0.5714285714285714,35.62,0.42111173498034815,0.317237507018529
6199000,55.591121,37.756111,Домодедовская,6,9,32.8,18.0,6.0,1969,Косметический,2.64,Во двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.6666666666666666,32.8,0.5487804878048781,0.1829268292682927
6168960,55.6421761635956,37.8546976348867,Котельники,4,25,36.0,10.0,11.0,2025,Без отделки,2.72,Во двор,Монолитный,unknown,unknown,Новостройка,unknown,1,0.16,36.0,0.2777777777777778,0.3055555555555556
6168960,55.6421761635956,37.8546976348867,Котельники,4,25,36.0,10.0,11.0,2025,Без отделки,2.72,Во двор,Монолитный,unknown,unknown,Новостройка,unknown,1,0.16,36.0,0.2777777777777778,0.3055555555555556
6182400,55.5982556677205,38.09161082716739,Ильинская,9,18,40.1,12.1,15.6,2027,Без отделки,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.5,40.1,0.3017456359102244,0.38902743142144636
6175840,55.73762258600436,38.00751001139641,Новокосино,4,17,31.9,8.8,14.7,2025,Чистовая,2.75,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.23529411764705882,31.9,0.2758620689655173,0.4608150470219436
6175840,55.73762258600436,38.00751001139641,Новокосино,4,17,31.9,8.8,14.7,2025,Чистовая,2.75,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,0.23529411764705882,31.9,0.2758620689655173,0.4608150470219436
6191638,56.0502929854716,37.5461048833984,Лобня,4,4,39.64,18.69,10.6,2024,unknown,2.7,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,1.0,39.64,0.4714934409687185,0.26740665993945506
6191638,56.0502929854716,37.5461048833984,Лобня,4,4,39.64,18.69,10.6,2024,unknown,2.7,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,1,1.0,39.64,0.4714934409687185,0.26740665993945506
6200000,55.52967,37.641971,Битца,5,9,36.3,16.0,10.0,2018,Евроремонт,2.65,Во двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.5555555555555556,36.3,0.44077134986225897,0.27548209366391185
6200000,55.52967,37.641971,Битца,5,9,36.3,16.0,10.0,2018,Евроремонт,2.65,Во двор,Панельный,Центральное,Нет,Вторичка,unknown,1,0.5555555555555556,36.3,0.44077134986225897,0.27548209366391185
6200000,55.684447,37.913513,Люберцы I,10,16,34.0,23.0,9.09,-1000,unknown,3.1,unknown,unknown,unknown,unknown,Вторичка,unknown,1,0.625,34.0,0.6764705882352942,0.26735294117647057
